Title,Date,title_nostop,title_stemmed,sentiment_score
"['dette', 'spørgsmål', 'kan', 'ramme', 'novo', 'onsdag', 'hvor', 'mange', 'flere', 'amerikanere', 'skal', 'dø', 'før', 'priserne', 'falder']",2019-04-10,"['spørgsmål', 'kan', 'ramme', 'novo', 'onsdag', 'flere', 'amerikanere', 'dø', 'før', 'priserne', 'falder']","['spørgsmål', 'kan', 'ram', 'novo', 'onsdag', 'fler', 'amerikan', 'dø', 'før', 'pris', 'fald']",-2.0
"['novodirektør', 'skal', 'forsvare', 'enorme', 'prisstigninger', 'jeg', 'har', 'mange', 'patienter', 'der', 'kæmper', 'for', 'at', 'få', 'råd']",2019-04-09,"['novodirektør', 'forsvare', 'enorme', 'prisstigninger', 'patienter', 'kæmper', 'få', 'råd']","['novodirektør', 'forsvar', 'enorm', 'prisstigning', 'patient', 'kæmp', 'få', 'råd']",-2.0
"['tirsdagens', 'aktier', 'lille', 'løft', 'i', 'afventende', 'nyhedsfattigt', 'marked']",2019-04-09,"['tirsdagens', 'aktier', 'lille', 'løft', 'afventende', 'nyhedsfattigt', 'marked']","['tirsdag', 'akti', 'lil', 'løft', 'afvent', 'nyhedsfat', 'marked']",0.0
"['tirsdagens', 'aktier', 'novo', 'og', 'mærsk', 'går', 'marginalt', 'frem', 'i', 'toldramt', 'marked']",2019-04-09,"['tirsdagens', 'aktier', 'novo', 'mærsk', 'går', 'marginalt', 'frem', 'toldramt', 'marked']","['tirsdag', 'akti', 'novo', 'mærsk', 'går', 'marginalt', 'frem', 'toldramt', 'marked']",0.0
"['novoboss', 'hylder', 'macron', 'det', 'gavner', 'både', 'os', 'og', 'medarbejderne']",2019-04-05,"['novoboss', 'hylder', 'macron', 'gavner', 'både', 'medarbejderne']","['novobos', 'hyld', 'macron', 'gavn', 'båd', 'medarbejd']",2.0
"['novo', 'skal', 'stå', 'skoleret', 'for', 'amerikanske', 'politikere', 'hvorfor', 'er', 'priserne', 'eksploderet']",2019-04-04,"['novo', 'stå', 'skoleret', 'amerikanske', 'politikere', 'hvorfor', 'priserne', 'eksploderet']","['novo', 'stå', 'skol', 'amerikansk', 'politik', 'hvorfor', 'pris', 'eksplod']",0.0
"['onsdagens', 'aktier', 'chr', 'hansen', 'blev', 'sendt', 'i', 'gulvet', 'efter', 'skuffelse']",2019-04-03,"['onsdagens', 'aktier', 'chr', 'hansen', 'sendt', 'gulvet', 'skuffelse']","['onsdag', 'akti', 'chr', 'hans', 'send', 'gulv', 'skuf']",-2.0
"['topchef', 'sætter', 'sig', 'selv', 'under', 'massivt', 'pres', 'stamceller', 'vil', 'tage', 'novo', 'til', 'et', 'helt', 'nyt', 'stadie']",2019-04-01,"['topchef', 'sætter', 'massivt', 'pres', 'stamceller', 'tage', 'novo', 'helt', 'nyt', 'stadie']","['topchef', 'sæt', 'massivt', 'pres', 'stamcel', 'tag', 'novo', 'helt', 'nyt', 'stadi']",0.0
"['medicinalgigant', 'udbygger', 'verdens', 'største', 'insulinfabrik', 'i', 'danmark']",2019-03-30,"['medicinalgigant', 'udbygger', 'verdens', 'største', 'insulinfabrik', 'danmark']","['medicinalgigant', 'udbyg', 'verd', 'størst', 'insulinfabrik', 'danmark']",0.0
"['tirsdagens', 'aktier', 'brutal', 'dag', 'for', 'bo', 'carlsberg', 'og', 'ambu', 'løftede', 'c25']",2019-03-26,"['tirsdagens', 'aktier', 'brutal', 'dag', 'bo', 'carlsberg', 'ambu', 'løftede', 'c25']","['tirsdag', 'akti', 'brutal', 'dag', 'bo', 'carlsberg', 'ambu', 'løfted', 'c25']",0.0
"['mandagens', 'aktier', 'bo', 'styrtdykker', 'mens', 'novo', 'styrker', 'eliteindekset']",2019-03-26,"['mandagens', 'aktier', 'bo', 'styrtdykker', 'mens', 'novo', 'styrker', 'eliteindekset']","['mandag', 'akti', 'bo', 'styrtdyk', 'men', 'novo', 'styrk', 'eliteindeks']",2.0
"['mandagens', 'aktier', 'ambu', 'ned', 'og', 'pandora', 'op', 'på', 'dag', 'med', 'recessionsfrygt']",2019-03-25,"['mandagens', 'aktier', 'ambu', 'pandora', 'dag', 'recessionsfrygt']","['mandag', 'akti', 'ambu', 'pandora', 'dag', 'recessionsfryg']",0.0
"['fredagens', 'aktier', 'vestas', 'og', 'sydbank', 'sank', 'i', 'surt', 'marked']",2019-03-22,"['fredagens', 'aktier', 'vestas', 'sydbank', 'sank', 'surt', 'marked']","['fredag', 'akti', 'vesta', 'sydbank', 'sank', 'surt', 'marked']",-2.0
"['novoformand', 'om', 'politisk', 'modvind', 'i', 'usa', 'temperaturen', 'er', 'høj']",2019-03-22,"['novoformand', 'politisk', 'modvind', 'usa', 'temperaturen', 'høj']","['novoformand', 'politisk', 'modvind', 'usa', 'temperatur', 'høj']",0.0
"['fredagens', 'aktier', 'sydbank', 'og', 'vestas', 'til', 'bunds', 'i', 'rødt', 'marked']",2019-03-22,"['fredagens', 'aktier', 'sydbank', 'vestas', 'bunds', 'rødt', 'marked']","['fredag', 'akti', 'sydbank', 'vesta', 'bund', 'rødt', 'marked']",0.0
"['fredagens', 'aktier', 'vestas', 'og', 'udbytteudlodninger', 'lægger', 'dæmper', 'på', 'c25']",2019-03-22,"['fredagens', 'aktier', 'vestas', 'udbytteudlodninger', 'lægger', 'dæmper', 'c25']","['fredag', 'akti', 'vesta', 'udbytteudlodning', 'læg', 'dæmp', 'c25']",0.0
"['torsdagens', 'aktier', 'tryg', 'synker', 'til', 'bunds', 'i', 'let', 'negativt', 'marked']",2019-03-21,"['torsdagens', 'aktier', 'tryg', 'synker', 'bunds', 'let', 'negativt', 'marked']","['torsdag', 'akti', 'tryg', 'synk', 'bund', 'let', 'negativt', 'marked']",1.0
"['fed', 'disker', 'op', 'med', 'redningsplanke', 'til', 'aktier', 'men', 'aktierne', 'falder', 'alligevel']",2019-03-21,"['fed', 'disker', 'redningsplanke', 'aktier', 'aktierne', 'falder', 'alligevel']","['fed', 'disk', 'redningsplank', 'akti', 'akti', 'fald', 'alligevel']",2.0
"['novo', 'indgår', 'fredsaftale', 'med', 'kåre', 'schultz', 'og', 'teva', 'efter', 'årelangt', 'slagsmål']",2019-03-18,"['novo', 'indgår', 'fredsaftale', 'kåre', 'schultz', 'teva', 'årelangt', 'slagsmål']","['novo', 'indgår', 'fredsaftal', 'kår', 'schultz', 'teva', 'årelang', 'slagsmål']",0.0
"['novoejer', 'taber', 'milliarder', 'på', 'britisk', 'selskab', 'den', 'tidligere', 'ledelse', 'har', 'fejlet']",2019-03-15,"['novoejer', 'taber', 'milliarder', 'britisk', 'selskab', 'tidligere', 'ledelse', 'fejlet']","['novoej', 'tab', 'milliard', 'britisk', 'selskab', 'tid', 'led', 'fejl']",-5.0
"['rekordår', 'for', 'danske', 'opfindelser', 'novozymes', 'topper', 'med', '192', 'patentansøgninger']",2019-03-12,"['rekordår', 'danske', 'opfindelser', 'novozymes', 'topper', '192', 'patentansøgninger']","['rekordår', 'dansk', 'opfind', 'novozym', 'top', '192', 'patentansøgning']",0.0
"['her', 'er', 'novos', 'fem', 'største', 'hovedbrud', 'i', 'usa']",2019-03-07,"['novos', 'fem', 'største', 'hovedbrud', 'usa']","['novo', 'fem', 'størst', 'hovedbrud', 'usa']",0.0
"['donald', 'trump', 'mister', 'trumfkort', 'i', 'offensiv', 'mod', 'tårnhøje', 'insulinpriser']",2019-03-06,"['donald', 'trump', 'mister', 'trumfkort', 'offensiv', 'tårnhøje', 'insulinpriser']","['donald', 'trump', 'mist', 'trumfkort', 'offensiv', 'tårnhøj', 'insulinpris']",-2.0
"['tirsdagens', 'aktier', 'positiv', 'modtagelse', 'af', 'nordenregnskab', 'i', 'neutralt', 'marked']",2019-03-05,"['tirsdagens', 'aktier', 'positiv', 'modtagelse', 'nordenregnskab', 'neutralt', 'marked']","['tirsdag', 'akti', 'positiv', 'modtag', 'nordenregnskab', 'neutralt', 'marked']",2.0
"['mandagens', 'aktier', 'dsv', 'og', 'mærsk', 'løftet', 'af', 'handelsoptimisme', 'i', 'grønt', 'c25']",2019-03-04,"['mandagens', 'aktier', 'dsv', 'mærsk', 'løftet', 'handelsoptimisme', 'grønt', 'c25']","['mandag', 'akti', 'dsv', 'mærsk', 'løft', 'handelsoptimism', 'grønt', 'c25']",0.0
"['amerikansk', 'rival', 'øger', 'presset', 'på', 'novo', 'med', 'billig', 'insulin', 'til', 'halv', 'pris']",2019-03-04,"['amerikansk', 'rival', 'øger', 'presset', 'novo', 'billig', 'insulin', 'halv', 'pris']","['amerikansk', 'rival', 'øger', 'pres', 'novo', 'bil', 'insulin', 'halv', 'pris']",-1.0
"['novo', 'søger', 'om', 'godkendelse', 'af', 'insulin', 'til', 'børn', 'og', 'unge']",2019-03-01,"['novo', 'søger', 'godkendelse', 'insulin', 'børn', 'unge']","['novo', 'søg', 'godkend', 'insulin', 'børn', 'ung']",2.0
"['danske', 'aktier', 'blandt', 'verdens', 'bedste', 'efter', 'perfekt', 'klima', 'i', 'februar']",2019-02-28,"['danske', 'aktier', 'blandt', 'verdens', 'bedste', 'perfekt', 'klima', 'februar']","['dansk', 'akti', 'bland', 'verd', 'bedst', 'perfek', 'klima', 'februar']",6.0
"['amerikanske', 'senatorer', 'gav', 'farmabosser', 'tørt', 'på', 'men', 'fik', 'ingen', 'løfter', 'om', 'billigere', 'medicin']",2019-02-27,"['amerikanske', 'senatorer', 'gav', 'farmabosser', 'tørt', 'fik', 'ingen', 'løfter', 'billigere', 'medicin']","['amerikansk', 'senator', 'gav', 'farmabos', 'tørt', 'fik', 'ing', 'løft', 'bil', 'medicin']",2.0
"['novotopchef', 'om', 'nødråb', 'fra', 'amerikanske', 'patienter', 'det', 'påvirker', 'mig', 'dybt']",2019-02-27,"['novotopchef', 'nødråb', 'amerikanske', 'patienter', 'påvirker', 'dybt']","['novotopchef', 'nødråb', 'amerikansk', 'patient', 'påvirk', 'dybt']",0.0
"['senatorer', 'væltede', 'tobaksbosserne', 'nu', 'retter', 'de', 'skytset', 'mod', 'novodirektør']",2019-02-25,"['senatorer', 'væltede', 'tobaksbosserne', 'retter', 'skytset', 'novodirektør']","['senator', 'vælted', 'tobaksbos', 'ret', 'skyts', 'novodirektør']",0.0
"['novorival', 'skal', 'afhøres', 'om', 'amerikanske', 'medicinpriser', 'det', 'skal', 'man', 'tage', 'relativt', 'alvorligt']",2019-02-25,"['novorival', 'afhøres', 'amerikanske', 'medicinpriser', 'tage', 'relativt', 'alvorligt']","['novorival', 'afhør', 'amerikansk', 'medicinpris', 'tag', 'relativt', 'alvor']",0.0
"['magtfulde', 'politikere', 'i', 'usa', 'til', 'novotopchef', 'dine', 'priser', 'er', 'et', 'problem']",2019-02-23,"['magtfulde', 'politikere', 'usa', 'novotopchef', 'dine', 'priser', 'problem']","['magtfuld', 'politik', 'usa', 'novotopchef', 'din', 'pris', 'problem']",-2.0
"['kåre', 'schultz', 'om', 'offensiv', 'på', 'novos', 'hjemmebane', 'vi', 'har', 'regnet', 'den', 'hjem']",2019-02-21,"['kåre', 'schultz', 'offensiv', 'novos', 'hjemmebane', 'regnet', 'hjem']","['kår', 'schultz', 'offensiv', 'novo', 'hjemmeban', 'regn', 'hjem']",0.0
"['onsdagens', 'aktier', 'simcorp', 'toppede', 'positivt', 'nyhedsmættet', 'indeks']",2019-02-20,"['onsdagens', 'aktier', 'simcorp', 'toppede', 'positivt', 'nyhedsmættet', 'indeks']","['onsdag', 'akti', 'simcorp', 'topped', 'positivt', 'nyhedsmæt', 'indek']",2.0
"['onsdagens', 'aktier', 'simcorp', 'belønnes', 'for', 'årsregnskabet', 'i', 'grønt', 'marked']",2019-02-20,"['onsdagens', 'aktier', 'simcorp', 'belønnes', 'årsregnskabet', 'grønt', 'marked']","['onsdag', 'akti', 'simcorp', 'beløn', 'årsregnskab', 'grønt', 'marked']",0.0
"['novo', 'får', 'amerikansk', 'godkendelse', 'af', 'blødermedicin']",2019-02-19,"['novo', 'får', 'amerikansk', 'godkendelse', 'blødermedicin']","['novo', 'får', 'amerikansk', 'godkend', 'blødermedicin']",2.0
"['krigen', 'om', 'insulinpriser', 'fortsætter', 'amerikansk', 'domstol', 'blåstempler', 'søgsmål', 'mod', 'novo']",2019-02-18,"['krigen', 'insulinpriser', 'fortsætter', 'amerikansk', 'domstol', 'blåstempler', 'søgsmål', 'novo']","['krig', 'insulinpris', 'fortsæt', 'amerikansk', 'domstol', 'blåstempl', 'søgsmål', 'novo']",-2.0
"['lundbeck', 'og', 'novo', 'nordisk', 'går', 'sammen', 'om', 'at', 'snyde', 'hjernen']",2019-02-13,"['lundbeck', 'novo', 'nordisk', 'går', 'sammen', 'snyde', 'hjernen']","['lundbeck', 'novo', 'nordisk', 'går', 'sam', 'snyd', 'hjern']",-3.0
"['tirsdagens', 'aktier', 'transportgigant', 'stiger', 'efter', 'ny', 'drejning', 'i', 'opkøbsforsøg']",2019-02-12,"['tirsdagens', 'aktier', 'transportgigant', 'stiger', 'ny', 'drejning', 'opkøbsforsøg']","['tirsdag', 'akti', 'transportgigant', 'stig', 'ny', 'drejning', 'opkøbsforsøg']",0.0
"['mandagens', 'aktier', 'pandora', 'og', 'flsmidth', 'i', 'top', 'i', 'grønt', 'marked']",2019-02-11,"['mandagens', 'aktier', 'pandora', 'flsmidth', 'top', 'grønt', 'marked']","['mandag', 'akti', 'pandora', 'flsmidth', 'top', 'grønt', 'marked']",2.0
"['novo', 'satser', 'på', 'væksthåb', 'i', 'usa', 'har', 'brugt', 'over', '400', 'mio', 'kroner', 'på', 'diabetesreklamer']",2019-02-11,"['novo', 'satser', 'væksthåb', 'usa', 'brugt', '400', 'mio', 'kroner', 'diabetesreklamer']","['novo', 'sats', 'væksthåb', 'usa', 'brugt', '400', 'mio', 'kron', 'diabetesreklam']",3.0
"['trump', 'bruger', 'giftig', 'medicin', 'i', 'kamp', 'mod', 'novo']",2019-02-06,"['trump', 'bruger', 'giftig', 'medicin', 'kamp', 'novo']","['trump', 'brug', 'gift', 'medicin', 'kamp', 'novo']",-1.0
"['trump', 'i', 'frontalangreb', 'på', 'medicinalkæmpernes', 'priser']",2019-02-06,"['trump', 'frontalangreb', 'medicinalkæmpernes', 'priser']","['trump', 'frontalangreb', 'medicinalkæmp', 'pris']",0.0
"['tirsdagens', 'aktier', 'pandora', 'løftes', 'til', 'tops', 'af', 'restruktureringsplan']",2019-02-05,"['tirsdagens', 'aktier', 'pandora', 'løftes', 'tops', 'restruktureringsplan']","['tirsdag', 'akti', 'pandora', 'løft', 'top', 'restruktureringsplan']",0.0
"['emil', 'blev', 'uddannet', 'som', 'cykelmekaniker', 'i', 'dag', 'er', 'han', 'talentfuld', 'studerende', 'med', 'lommepenge', 'fra', 'novo']",2019-02-05,"['emil', 'uddannet', 'cykelmekaniker', 'dag', 'talentfuld', 'studerende', 'lommepenge', 'novo']","['emil', 'uddan', 'cykelmekanik', 'dag', 'talentfuld', 'stud', 'lommepeng', 'novo']",3.0
"['tirsdagens', 'aktier', 'pandora', 'og', 'lundbeck', 'ryger', 'hver', 'sin', 'vej', 'i', 'positivt', 'c25']",2019-02-05,"['tirsdagens', 'aktier', 'pandora', 'lundbeck', 'ryger', 'hver', 'vej', 'positivt', 'c25']","['tirsdag', 'akti', 'pandora', 'lundbeck', 'ryg', 'hver', 'vej', 'positivt', 'c25']",2.0
"['novotopchef', 'i', 'forsvar', 'efter', 'priskritik', 'fra', 'usa', 'vi', 'giver', 'rabatter', 'for', 'over', '100', 'milliarder']",2019-02-01,"['novotopchef', 'forsvar', 'priskritik', 'usa', 'giver', 'rabatter', '100', 'milliarder']","['novotopchef', 'forsvar', 'priskritik', 'usa', 'giv', 'rabat', '100', 'milliard']",0.0
"['fredagens', 'aktier', 'novo', 'og', 'danske', 'til', 'tops', 'efter', 'tal', 'i', 'positivt', 'marked']",2019-02-01,"['fredagens', 'aktier', 'novo', 'danske', 'tops', 'tal', 'positivt', 'marked']","['fredag', 'akti', 'novo', 'dansk', 'top', 'tal', 'positivt', 'marked']",2.0
"['fredagens', 'aktier', 'novo', 'og', 'danske', 'bidrager', 'til', 'grønt', 'c25']",2019-02-01,"['fredagens', 'aktier', 'novo', 'danske', 'bidrager', 'grønt', 'c25']","['fredag', 'akti', 'novo', 'dansk', 'bidrag', 'grønt', 'c25']",0.0
"['novotopchef', 'trump', 'vil', 'forbyde', 'hemmelige', 'medicinrabatter']",2019-02-01,"['novotopchef', 'trump', 'forbyde', 'hemmelige', 'medicinrabatter']","['novotopchef', 'trump', 'forbyd', 'hem', 'medicinrabat']",-2.0
"['trods', 'politisk', 'stormvejr', 'i', 'usa', 'novo', 'tjener', 'penge', 'som', 'aldrig', 'før']",2019-02-01,"['trods', 'politisk', 'stormvejr', 'usa', 'novo', 'tjener', 'penge', 'aldrig', 'før']","['trod', 'politisk', 'stormvejr', 'usa', 'novo', 'tjen', 'peng', 'aldr', 'før']",0.0
"['amerikanske', 'politikere', 'kræver', 'svar', 'fra', 'novo', 'nordisk', 'hvorfor', 'er', 'insulin', 'blevet', 'så', 'dyrt']",2019-01-31,"['amerikanske', 'politikere', 'kræver', 'svar', 'novo', 'nordisk', 'hvorfor', 'insulin', 'blevet', 'så', 'dyrt']","['amerikansk', 'politik', 'kræv', 'svar', 'novo', 'nordisk', 'hvorfor', 'insulin', 'blev', 'så', 'dyrt']",3.0
"['amerikanske', 'diabeteslæger', 'slår', 'alarm', 'tårnhøje', 'insulinpriser', 'skaber', 'krise', 'i', 'usa']",2019-01-30,"['amerikanske', 'diabeteslæger', 'slår', 'alarm', 'tårnhøje', 'insulinpriser', 'skaber', 'krise', 'usa']","['amerikansk', 'diabeteslæg', 'slår', 'alarm', 'tårnhøj', 'insulinpris', 'skab', 'kris', 'usa']",-5.0
"['amerikaner', 'i', 'desperat', 'opråb', 'efter', 'nye', 'prisstigninger', 'fra', 'novo', 'de', 'priser', 'slår', 'folk', 'ihjel']",2019-01-28,"['amerikaner', 'desperat', 'opråb', 'nye', 'prisstigninger', 'novo', 'priser', 'slår', 'folk', 'ihjel']","['amerikan', 'desperat', 'opråb', 'nye', 'prisstigning', 'novo', 'pris', 'slår', 'folk', 'ihjel']",-3.0
"['storbank', 'blåstempler', 'kåre', 'schultz', 'plan', 'for', 'teva', 'aktien', 'er', 'for', 'billig', 'til', 'at', 'ignorere']",2019-01-24,"['storbank', 'blåstempler', 'kåre', 'schultz', 'plan', 'teva', 'aktien', 'billig', 'ignorere']","['storbank', 'blåstempl', 'kår', 'schultz', 'plan', 'teva', 'akti', 'bil', 'ignor']",-3.0
"['rebien', 'i', 'spidsen', 'for', 'novos', 'pengetank', 'jeg', 'er', 'simpelthen', 'så', 'bekymret', 'for', 'den', 'stigende', 'mistillid']",2019-01-24,"['rebien', 'spidsen', 'novos', 'pengetank', 'simpelthen', 'så', 'bekymret', 'stigende', 'mistillid']","['rebi', 'spids', 'novo', 'pengetank', 'simpelth', 'så', 'bekymr', 'stig', 'mistillid']",-3.0
"['novofond', 'i', 'tæt', 'partnerskab', 'med', 'bill', 'gates', 'vi', 'kommer', 'til', 'at', 'spille', 'en', 'større', 'rolle', 'i', 'samfundet']",2019-01-23,"['novofond', 'tæt', 'partnerskab', 'bill', 'gates', 'kommer', 'spille', 'større', 'rolle', 'samfundet']","['novofond', 'tæt', 'partnerskab', 'bil', 'gat', 'kom', 'spil', 'stør', 'rol', 'samfund']",0.0
"['mandagens', 'aktier', 'pandora', 'trækker', 'c25', 'til', 'ny', 'stigning']",2019-01-22,"['mandagens', 'aktier', 'pandora', 'trækker', 'c25', 'ny', 'stigning']","['mandag', 'akti', 'pandora', 'træk', 'c25', 'ny', 'stigning']",0.0
"['tirsdagens', 'aktier', 'svagt', 'fald', 'med', 'tryg', 'i', 'bund', 'og', 'pandora', 'i', 'top']",2019-01-22,"['tirsdagens', 'aktier', 'svagt', 'fald', 'tryg', 'bund', 'pandora', 'top']","['tirsdag', 'akti', 'svagt', 'fald', 'tryg', 'bund', 'pandora', 'top']",4.0
"['aktier', 'chr', 'hansen', 'vender', 'på', 'en', 'tallerken', 'i', 'grønt', 'marked']",2019-01-17,"['aktier', 'chr', 'hansen', 'vender', 'tallerken', 'grønt', 'marked']","['akti', 'chr', 'hans', 'vend', 'tallerk', 'grønt', 'marked']",0.0
"['novos', 'mangeårige', 'talsmand', 'takker', 'af']",2019-01-16,"['novos', 'mangeårige', 'talsmand', 'takker']","['novo', 'mangeår', 'talsmand', 'tak']",2.0
"['tirsdagens', 'aktier', 'stærk', 'trio', 'tippede', 'c25', 'til', 'spinkelt', 'plus']",2019-01-15,"['tirsdagens', 'aktier', 'stærk', 'trio', 'tippede', 'c25', 'spinkelt', 'plus']","['tirsdag', 'akti', 'stærk', 'trio', 'tipped', 'c25', 'spinkelt', 'plus']",2.0
"['tirsdagens', 'aktier', 'pandora', 'fortsætter', 'nedturen', 'i', 'ellers', 'positivt', 'marked']",2019-01-15,"['tirsdagens', 'aktier', 'pandora', 'fortsætter', 'nedturen', 'ellers', 'positivt', 'marked']","['tirsdag', 'akti', 'pandora', 'fortsæt', 'nedtur', 'ell', 'positivt', 'marked']",2.0
"['aktieopturen', 'møder', 'nu', 'årets', 'første', 'store', 'test', 'den', 'skelsættende', 'regnskabssæson']",2019-01-15,"['aktieopturen', 'møder', 'årets', 'første', 'store', 'test', 'skelsættende', 'regnskabssæson']","['aktieoptur', 'mød', 'året', 'først', 'stor', 'test', 'skelsæt', 'regnskabssæson']",2.0
"['kåre', 'schultz', 'i', 'frontalangreb', 'på', 'novos', 'guldåre', 'vi', 'går', 'efter', 'alle', 'store', 'midler']",2019-01-14,"['kåre', 'schultz', 'frontalangreb', 'novos', 'guldåre', 'går', 'store', 'midler']","['kår', 'schultz', 'frontalangreb', 'novo', 'guldår', 'går', 'stor', 'midl']",0.0
"['400', 'dage', 'efter', 'kikset', 'opkøbsforsøg', 'i', 'belgien', 'novo', 'brager', 'mod', 'milliardlussing']",2019-01-10,"['400', 'dage', 'kikset', 'opkøbsforsøg', 'belgien', 'novo', 'brager', 'milliardlussing']","['400', 'dag', 'kiks', 'opkøbsforsøg', 'belgi', 'novo', 'brag', 'milliardlussing']",0.0
"['onsdagens', 'aktier', 'vestas', 'vred', 'opjustering', 'ud', 'af', 'ærmet', 'i', 'grønt', 'marked']",2019-01-09,"['onsdagens', 'aktier', 'vestas', 'vred', 'opjustering', 'ærmet', 'grønt', 'marked']","['onsdag', 'akti', 'vesta', 'vred', 'opjustering', 'ærm', 'grønt', 'marked']",-3.0
"['rebien', 'stopper', 'som', 'næstformand', 'i', 'carlsberg', 'nuværende', 'novotopchef', 'tager', 'over']",2019-01-09,"['rebien', 'stopper', 'næstformand', 'carlsberg', 'nuværende', 'novotopchef', 'tager']","['rebi', 'stop', 'næstformand', 'carlsberg', 'nuvær', 'novotopchef', 'tag']",-1.0
"['onsdagens', 'aktier', 'parken', 'presses', 'i', 'grønt', 'marked']",2019-01-09,"['onsdagens', 'aktier', 'parken', 'presses', 'grønt', 'marked']","['onsdag', 'akti', 'park', 'pres', 'grønt', 'marked']",0.0
"['onsdagens', 'aktier', 'grønt', 'marked', 'med', 'parkenfald', 'efter', 'salgsafslag']",2019-01-09,"['onsdagens', 'aktier', 'grønt', 'marked', 'parkenfald', 'salgsafslag']","['onsdag', 'akti', 'grønt', 'marked', 'parkenfald', 'salgsafslag']",0.0
"['mandagens', 'aktier', 'modvind', 'på', 'aktiemarkedet', 'med', 'mærsk', 'i', 'bund']",2019-01-07,"['mandagens', 'aktier', 'modvind', 'aktiemarkedet', 'mærsk', 'bund']","['mandag', 'akti', 'modvind', 'aktiemarked', 'mærsk', 'bund']",0.0
"['novo', 'nordisk', 'vi', 'er', 'bevidst', 'om', 'vores', 'samfundsansvar']",2019-01-04,"['novo', 'nordisk', 'bevidst', 'vores', 'samfundsansvar']","['novo', 'nordisk', 'bevidst', 'vor', 'samfundsansvar']",0.0
"['fredagens', 'aktier', 'mærsk', 'trækker', 'c25', 'frem', 'i', 'grøn', 'start']",2019-01-04,"['fredagens', 'aktier', 'mærsk', 'trækker', 'c25', 'frem', 'grøn', 'start']","['fredag', 'akti', 'mærsk', 'træk', 'c25', 'frem', 'grøn', 'start']",0.0
"['medicinalgiganter', 'i', 'usa', 'lurepasser', 'med', 'prisstigninger', 'for', 'milliarder']",2019-01-03,"['medicinalgiganter', 'usa', 'lurepasser', 'prisstigninger', 'milliarder']","['medicinalgigant', 'usa', 'lurepas', 'prisstigning', 'milliard']",0.0
"['markedsoversigt', 'generelt', 'mismod', 'bidrog', 'til', 'faldende', 'aktier', 'og', 'renter']",2019-01-03,"['markedsoversigt', 'generelt', 'mismod', 'bidrog', 'faldende', 'aktier', 'renter']","['markedsovers', 'generelt', 'mismod', 'bidrog', 'fald', 'akti', 'rent']",-4.0
"['torsdagens', 'aktier', 'ørsted', 'i', 'top', 'trods', 'mismod', 'om', 'vækst', 'og', 'recession']",2019-01-03,"['torsdagens', 'aktier', 'ørsted', 'top', 'trods', 'mismod', 'vækst', 'recession']","['torsdag', 'akti', 'ørsted', 'top', 'trod', 'mismod', 'vækst', 'recession']",1.0
"['onsdagens', 'aktier', 'gn', 'og', 'ambu', 'kæmper', 'om', 'topplacering', 'i', 'grønt', 'marked']",2019-01-02,"['onsdagens', 'aktier', 'gn', 'ambu', 'kæmper', 'topplacering', 'grønt', 'marked']","['onsdag', 'akti', 'gn', 'ambu', 'kæmp', 'topplacering', 'grønt', 'marked']",-2.0
"['dommer', 'forlænger', 'novohovedpine', 'i', 'usa', 'med', 'flere', 'hundrede', 'dage']",2019-01-02,"['dommer', 'forlænger', 'novohovedpine', 'usa', 'flere', 'hundrede', 'dage']","['dom', 'forlæng', 'novohovedpin', 'usa', 'fler', 'hundred', 'dag']",0.0
"['feel', 'good', 'med', 'novo', 'nordisk']",2018-12-28,"['feel', 'good', 'novo', 'nordisk']","['feel', 'good', 'novo', 'nordisk']",0.0
"['businessoverblik', 'politisk', 'flertal', 'baner', 'vej', 'for', 'nye', 'novoer', 'og', 'carlsberger']",2018-12-28,"['businessoverblik', 'politisk', 'flertal', 'baner', 'vej', 'nye', 'novoer', 'carlsberger']","['businessoverblik', 'politisk', 'flertal', 'ban', 'vej', 'nye', 'novo', 'carlsberg']",0.0
"['df', 'advarer', 'novo', 'nordisk', 'fonden', 'mod', 'at', 'forbedre', 'forhold', 'for', 'flygtninge', 'i', 'danmark']",2018-12-27,"['df', 'advarer', 'novo', 'nordisk', 'fonden', 'forbedre', 'forhold', 'flygtninge', 'danmark']","['df', 'advar', 'novo', 'nordisk', 'fond', 'forbedr', 'forhold', 'flygtning', 'danmark']",0.0
"['businessoverblik', 'huhej', 'ny', 'voldsom', 'karruseltur', 'med', 'aktierne', 'efter', 'god', 'julehandel']",2018-12-27,"['businessoverblik', 'huhej', 'ny', 'voldsom', 'karruseltur', 'aktierne', 'god', 'julehandel']","['businessoverblik', 'huhej', 'ny', 'voldsom', 'karruseltur', 'akti', 'god', 'julehandel']",1.0
"['rebien', 'vil', 'sende', 'novomillioner', 'til', 'flygtningelejre']",2018-12-27,"['rebien', 'sende', 'novomillioner', 'flygtningelejre']","['rebi', 'send', 'novomillion', 'flygtningelejr']",0.0
"['markedsoversigt', 'bo', 'fik', 'kurssmæk', 'efter', 'nedjustering', 'og', 'c25', 'faldt', 'igen']",2018-12-20,"['markedsoversigt', 'bo', 'fik', 'kurssmæk', 'nedjustering', 'c25', 'faldt', 'igen']","['markedsovers', 'bo', 'fik', 'kurssmæk', 'nedjustering', 'c25', 'fald', 'igen']",2.0
