Title,Date,title_nostop,title_stemmed,sentiment_score
"['regnskabsstorm', 'i', 'c25', 'udløste', 'store', 'kursudsving', 'her', 'er', 'fire', 'aktier', 'i', 'fokus']",2023-08-15,"['regnskabsstorm', 'c25', 'udløste', 'store', 'kursudsving', 'fire', 'aktier', 'fokus']","['regnskabsstorm', 'c25', 'udløst', 'stor', 'kursudsving', 'fir', 'akti', 'fokus']",0.0
"['aktiestatus', 'hård', 'medfart', 'til', 'fls', 'og', 'jyske', 'bank', 'trods', 'pæne', 'regnskaber']",2023-08-15,"['aktiestatus', 'hård', 'medfart', 'fls', 'jyske', 'bank', 'trods', 'pæne', 'regnskaber']","['aktiestatus', 'hård', 'medfart', 'fls', 'jysk', 'bank', 'trod', 'pæn', 'regnskab']",2.0
"['lille', 'fremgang', 'i', 'dansk', 'økonomi', 'novo', 'trækker', 'læsset']",2023-08-15,"['lille', 'fremgang', 'dansk', 'økonomi', 'novo', 'trækker', 'læsset']","['lil', 'fremgang', 'dansk', 'økonomi', 'novo', 'træk', 'læs']",0.0
"['hårdtprøvet', 'aktie', 'er', 'gået', 'fra', 'overset', 'til', 'optur', 'er', 'steget', '40', 'pct', 'på', 'én', 'måned', 'her', 'er', 'tre', 'aktier', 'i', 'fokus']",2023-08-14,"['hårdtprøvet', 'aktie', 'gået', 'overset', 'optur', 'steget', '40', 'pct', 'én', 'måned', 'tre', 'aktier', 'fokus']","['hårdtprøv', 'akti', 'gået', 'overs', 'optur', 'steg', '40', 'pct', 'én', 'måned', 'tre', 'akti', 'fokus']",-2.0
"['økonom', 'bekymret', 'for', 'produktiviteten', 'er', 'vi', 'blevet', 'lullet', 'i', 'søvn', 'af', 'novos', 'succes']",2023-08-14,"['økonom', 'bekymret', 'produktiviteten', 'blevet', 'lullet', 'søvn', 'novos', 'succes']","['økonom', 'bekymr', 'produktivitet', 'blev', 'lul', 'søvn', 'novo', 'suc']",2.0
"['eli', 'lilly', 'gennemfører', 'milliardopkøb', 'af', 'fedmefokuseret', 'biotekselskab']",2023-08-14,"['eli', 'lilly', 'gennemfører', 'milliardopkøb', 'fedmefokuseret', 'biotekselskab']","['eli', 'lilly', 'gennemfør', 'milliardopkøb', 'fedmefokus', 'biotekselskab']",0.0
"['debat', 'lars', 'sandahl', 'jeg', 'frygter', 'at', 'konkurrencekrisen', 'i', 'europa', 'får', 'virksomhederne', 'til', 'at', 'flygte']",2023-08-14,"['debat', 'lars', 'sandahl', 'frygter', 'konkurrencekrisen', 'europa', 'får', 'virksomhederne', 'flygte']","['debat', 'lar', 'sandahl', 'frygt', 'konkurrencekris', 'europa', 'får', 'virksomhed', 'flygt']",-2.0
"['bocian', 'novo', 'skal', 'fejres', 'men', 'den', 'økonomiske', 'fleksibilitet', 'skal', 'styrkes']",2023-08-13,"['bocian', 'novo', 'fejres', 'økonomiske', 'fleksibilitet', 'styrkes']","['bocian', 'novo', 'fejr', 'økonomisk', 'fleksibilit', 'styrk']",3.0
"['ugen', 'der', 'gik', 'våbenbøvl', 'millionunderskud', 'og', 'novoaktie', 'i', 'hopla']",2023-08-12,"['ugen', 'gik', 'våbenbøvl', 'millionunderskud', 'novoaktie', 'hopla']","['ugen', 'gik', 'våbenbøvl', 'millionunderskud', 'novoakti', 'hopla']",0.0
"['chefstrateg', 'solgte', 'medicinalaktie', 'alt', 'for', 'hurtigt', 'man', 'realiserer', 'et', 'tab', 'hvis', 'man', 'går', 'i', 'panik']",2023-08-11,"['chefstrateg', 'solgte', 'medicinalaktie', 'hurtigt', 'realiserer', 'tab', 'går', 'panik']","['chefstrateg', 'solg', 'medicinalakti', 'hurt', 'realis', 'tab', 'går', 'panik']",-4.0
"['c25', 'i', 'stort', 'fald', 'her', 'er', 'aktierne', 'der', 'rykkede', 'i', 'handlen']",2023-08-11,"['c25', 'stort', 'fald', 'aktierne', 'rykkede', 'handlen']","['c25', 'stort', 'fald', 'akti', 'rykked', 'handl']",0.0
"['novoinsidere', 'sælger', 'aktier', 'for', '29', 'mio', 'kr']",2023-08-11,"['novoinsidere', 'sælger', 'aktier', '29', 'mio', 'kr']","['novoinsid', 'sælg', 'akti', '29', 'mio', 'kr']",0.0
"['investorer', 'høster', 'aktieprofitter', 'her', 'er', 'aktierne', 'der', 'rykker', 'i', 'handlen']",2023-08-11,"['investorer', 'høster', 'aktieprofitter', 'aktierne', 'rykker', 'handlen']","['investor', 'høst', 'aktieprofit', 'akti', 'ryk', 'handl']",0.0
"['novos', 'udviklingschef', 'efter', 'vild', 'uge', 'flere', 'succeshistorier', 'i', 'vente']",2023-08-10,"['novos', 'udviklingschef', 'vild', 'uge', 'flere', 'succeshistorier', 'vente']","['novo', 'udviklingschef', 'vild', 'uge', 'fler', 'succeshistori', 'vent']",2.0
"['fruergaard', 'vi', 'investerer', 'hvor', 'vi', 'kan', 'flytte', 'nålen', 'mest']",2023-08-10,"['fruergaard', 'investerer', 'kan', 'flytte', 'nålen', 'mest']","['fruergaard', 'invest', 'kan', 'flyt', 'nål', 'mest']",0.0
"['inflationstal', 'udløste', 'c25optur', 'kursprygl', 'til', 'iss', 'på', 'regnskabstung', 'torsdag']",2023-08-10,"['inflationstal', 'udløste', 'c25optur', 'kursprygl', 'iss', 'regnskabstung', 'torsdag']","['inflationstal', 'udløst', 'c25optur', 'kursprygl', 'iss', 'regnskabstung', 'torsdag']",0.0
"['et', 'nationalregnskab', 'uden', 'novo', 'nordisk', 'ikke', 'nødvendigt', 'mener', 'økonomer']",2023-08-10,"['nationalregnskab', 'uden', 'novo', 'nordisk', 'nødvendigt', 'mener', 'økonomer']","['nationalregnskab', 'uden', 'novo', 'nordisk', 'nødvend', 'men', 'økonom']",0.0
"['nu', 'splittes', 'novo', 'nordiskaktien', 'sådan', 'påvirkes', 'kursen']",2023-08-10,"['splittes', 'novo', 'nordiskaktien', 'påvirkes', 'kursen']","['split', 'novo', 'nordiskakti', 'påvirk', 'kurs']",0.0
"['aktiestatus', 'iss', 'er', 'sorteper', 'blandt', 'dagens', 'regnskabsaktuelle', 'c25trekløver']",2023-08-10,"['aktiestatus', 'iss', 'sorteper', 'blandt', 'dagens', 'regnskabsaktuelle', 'c25trekløver']","['aktiestatus', 'iss', 'sortep', 'bland', 'dag', 'regnskabsaktuel', 'c25trekløv']",0.0
"['lars', 'fruergaard', 'om', 'forsyningsbøvl', 'en', 'glædelig', 'udfordring']",2023-08-10,"['lars', 'fruergaard', 'forsyningsbøvl', 'glædelig', 'udfordring']","['lar', 'fruergaard', 'forsyningsbøvl', 'glæd', 'udfordring']",3.0
"['analytiker', 'novoregnskab', 'svagere', 'end', 'ventet']",2023-08-10,"['analytiker', 'novoregnskab', 'svagere', 'ventet']","['analytik', 'novoregnskab', 'svag', 'vent']",0.0
"['regnskabsstorm', 'udløser', 'kurstab', 'i', 'c25', 'her', 'er', 'aktierne', 'i', 'fokus']",2023-08-10,"['regnskabsstorm', 'udløser', 'kurstab', 'c25', 'aktierne', 'fokus']","['regnskabsstorm', 'udløs', 'kurstab', 'c25', 'akti', 'fokus']",0.0
"['debat', 'la', 'skal', 'næste', 'generations', 'novo', 'se', 'dagens', 'lys', 'skal', 'der', 'turbo', 'på', 'iværksætterkulturen']",2023-08-10,"['debat', 'la', 'næste', 'generations', 'novo', 'se', 'dagens', 'lys', 'turbo', 'iværksætterkulturen']","['debat', 'la', 'næst', 'generation', 'novo', 'se', 'dag', 'lys', 'turbo', 'iværksætterkultur']",0.0
"['novo', 'nordisk', 'opjusterer', 'aktiesplit', 'på', 'vej']",2023-08-10,"['novo', 'nordisk', 'opjusterer', 'aktiesplit', 'vej']","['novo', 'nordisk', 'opjust', 'aktiesplit', 'vej']",0.0
"['aktieluk', 'i', 'usa', 'chipaktier', 'i', 'kulkælderen', 'forud', 'for', 'vigtige', 'inflationstal']",2023-08-09,"['aktieluk', 'usa', 'chipaktier', 'kulkælderen', 'forud', 'vigtige', 'inflationstal']","['aktieluk', 'usa', 'chipakti', 'kulkæld', 'forud', 'vigt', 'inflationstal']",0.0
"['novoaktien', 'eksploderede', 'analytikere', 'tror', 'på', 'mere', 'afkast', 'i', 'vægttabsaktier']",2023-08-09,"['novoaktien', 'eksploderede', 'analytikere', 'tror', 'mere', 'afkast', 'vægttabsaktier']","['novoakti', 'eksplod', 'analytik', 'tror', 'mer', 'afkast', 'vægttabsakti']",0.0
"['tysk', 'finanshus', 'anbefaler', 'at', 'sælge', 'novo', 'efter', 'voldsomt', 'kursridt']",2023-08-09,"['tysk', 'finanshus', 'anbefaler', 'sælge', 'novo', 'voldsomt', 'kursridt']","['tysk', 'finanshus', 'anbefal', 'sælg', 'novo', 'voldsomt', 'kursrid']",0.0
"['giganter', 'undveg', 'børstæsk', 'trods', 'skuffelser', 'her', 'er', 'aktierne', 'der', 'rykkede', 'i', 'handlen']",2023-08-09,"['giganter', 'undveg', 'børstæsk', 'trods', 'skuffelser', 'aktierne', 'rykkede', 'handlen']","['gigant', 'undveg', 'børstæsk', 'trod', 'skuf', 'akti', 'rykked', 'handl']",-2.0
"['de', '11', 'aktier', 'i', 'børsens', 'all', 'starportefølje', 'når', 'nye', 'højder', 'er', 'novo', 'næste', 'køb']",2023-08-09,"['11', 'aktier', 'børsens', 'all', 'starportefølje', 'nye', 'højder', 'novo', 'næste', 'køb']","['11', 'akti', 'børs', 'all', 'starportefølj', 'nye', 'højd', 'novo', 'næst', 'køb']",0.0
"['aktiestatus', 'c25', 'springer', 'tilbage', 'efter', 'italiensk', 'skatteforklaring']",2023-08-09,"['aktiestatus', 'c25', 'springer', 'tilbage', 'italiensk', 'skatteforklaring']","['aktiestatus', 'c25', 'spring', 'tilbag', 'italiensk', 'skatteforklaring']",0.0
"['rival', 'jubler', 'over', 'novos', 'succes', 'en', 'fantastisk', 'dag']",2023-08-09,"['rival', 'jubler', 'novos', 'succes', 'fantastisk', 'dag']","['rival', 'jubl', 'novo', 'suc', 'fantastisk', 'dag']",9.0
"['novo', 'fortsætter', 'rekordjagt', 'efter', 'vild', 'dag', 'her', 'er', 'aktierne', 'der', 'rykker', 'i', 'handlen']",2023-08-09,"['novo', 'fortsætter', 'rekordjagt', 'vild', 'dag', 'aktierne', 'rykker', 'handlen']","['novo', 'fortsæt', 'rekordjag', 'vild', 'dag', 'akti', 'ryk', 'handl']",2.0
"['aktieluk', 'i', 'usa', 'succesrigt', 'novostudie', 'sendte', 'wall', 'street', 'på', 'jagt', 'efter', 'vægttabsmedicin']",2023-08-08,"['aktieluk', 'usa', 'succesrigt', 'novostudie', 'sendte', 'wall', 'street', 'jagt', 'vægttabsmedicin']","['aktieluk', 'usa', 'succesr', 'novostudi', 'send', 'wal', 'street', 'jagt', 'vægttabsmedicin']",0.0
"['datachef', 'i', 'novo', 'vi', 'har', 'aldrig', 'investeret', 'mere', 'i', 'ai']",2023-08-08,"['datachef', 'novo', 'aldrig', 'investeret', 'mere', 'ai']","['datachef', 'novo', 'aldr', 'invest', 'mer', 'ai']",0.0
"['aktiestatus', 'i', 'usa', 'lilly', 'og', 'novo', 'springer', 'op', 'ad', 'listen', 'blandt', 'verdens', 'mest', 'værdifulde']",2023-08-08,"['aktiestatus', 'usa', 'lilly', 'novo', 'springer', 'listen', 'blandt', 'verdens', 'mest', 'værdifulde']","['aktiestatus', 'usa', 'lilly', 'novo', 'spring', 'list', 'bland', 'verd', 'mest', 'værdifuld']",0.0
"['aktier', 'i', 'europa', 'banker', 'banket', 'til', 'bunds', 'i', 'rødt', 'marked', 'efter', 'italiensk', 'tiltag']",2023-08-08,"['aktier', 'europa', 'banker', 'banket', 'bunds', 'rødt', 'marked', 'italiensk', 'tiltag']","['akti', 'europa', 'bank', 'bank', 'bund', 'rødt', 'marked', 'italiensk', 'tiltag']",0.0
"['enormt', 'kurshop', 'til', 'novo', 'sikrede', 'optur', 'til', 'c25', 'her', 'er', 'tre', 'aktier', 'der', 'stjal', 'fokus', 'tirsdag']",2023-08-08,"['enormt', 'kurshop', 'novo', 'sikrede', 'optur', 'c25', 'tre', 'aktier', 'stjal', 'fokus', 'tirsdag']","['enormt', 'kurshop', 'novo', 'sikred', 'optur', 'c25', 'tre', 'akti', 'stjal', 'fokus', 'tirsdag']",0.0
"['aktieåbning', 'i', 'usa', 'eli', 'lilly', 'brager', 'frem', 'efter', 'novonyt', 'i', 'ellers', 'negativ', 'start']",2023-08-08,"['aktieåbning', 'usa', 'eli', 'lilly', 'brager', 'frem', 'novonyt', 'ellers', 'negativ', 'start']","['aktieåbning', 'usa', 'eli', 'lilly', 'brag', 'frem', 'novonyt', 'ell', 'negativ', 'start']",-2.0
"['før', 'markedet', 'åbner', 'i', 'usa', 'eli', 'lilly', 'lyser', 'op', 'på', 'ellers', 'rød', 'aktiehimmel']",2023-08-08,"['før', 'markedet', 'åbner', 'usa', 'eli', 'lilly', 'lyser', 'ellers', 'rød', 'aktiehimmel']","['før', 'marked', 'åbn', 'usa', 'eli', 'lilly', 'lys', 'ell', 'rød', 'aktiehimmel']",0.0
"['analytikere', 'om', 'novoresultat', 'bedre', 'end', 'noget', 'andet', 'hjertekarlægemiddel']",2023-08-08,"['analytikere', 'novoresultat', 'bedre', 'andet', 'hjertekarlægemiddel']","['analytik', 'novoresultat', 'bedr', 'and', 'hjertekarlægemiddel']",2.0
"['professor', 'skelsættende', 'resultat', 'fra', 'novo', 'nordisk']",2023-08-08,"['professor', 'skelsættende', 'resultat', 'novo', 'nordisk']","['professor', 'skelsæt', 'resultat', 'novo', 'nordisk']",2.0
"['enormt', 'kurshop', 'gør', 'novo', '425', 'mia', 'kr', 'mere', 'værd', 'investorer', 'jubler']",2023-08-08,"['enormt', 'kurshop', 'gør', 'novo', '425', 'mia', 'kr', 'mere', 'værd', 'investorer', 'jubler']","['enormt', 'kurshop', 'gør', 'novo', '425', 'mia', 'kr', 'mer', 'værd', 'investor', 'jubl']",5.0
"['novo', 'nordiskaktien', 'tordner', 'i', 'vejret', 'efter', 'nyt', 'studie']",2023-08-08,"['novo', 'nordiskaktien', 'tordner', 'vejret', 'nyt', 'studie']","['novo', 'nordiskakti', 'tordn', 'vejr', 'nyt', 'studi']",0.0
"['novooptur', 'trak', 'c25', 'i', 'plus', 'her', 'er', 'tre', 'aktier', 'der', 'stjal', 'fokus', 'mandag']",2023-08-07,"['novooptur', 'trak', 'c25', 'plus', 'tre', 'aktier', 'stjal', 'fokus', 'mandag']","['novooptur', 'trak', 'c25', 'plus', 'tre', 'akti', 'stjal', 'fokus', 'mandag']",0.0
"['atp', 'napper', 'hrchef', 'fra', 'novo']",2023-08-07,"['atp', 'napper', 'hrchef', 'novo']","['atp', 'nap', 'hrchef', 'novo']",0.0
"['debat', 'cbsprofessor', 'baktier', 'risikerer', 'at', 'blive', 'overreguleret', 'af', 'eu', 'regeringen', 'må', 'på', 'banen']",2023-08-07,"['debat', 'cbsprofessor', 'baktier', 'risikerer', 'overreguleret', 'eu', 'regeringen', 'må', 'banen']","['debat', 'cbsprofessor', 'bakti', 'risik', 'overregul', 'eu', 'regering', 'må', 'ban']",-2.0
"['bavarian', 'og', 'novo', 'til', 'tops', 'i', 'grønt', 'c25']",2023-08-07,"['bavarian', 'novo', 'tops', 'grønt', 'c25']","['bavarian', 'novo', 'top', 'grønt', 'c25']",0.0
"['bavarian', 'trak', 'fra', 'surt', 'c25', 'efter', 'opjustering']",2023-08-03,"['bavarian', 'trak', 'surt', 'c25', 'opjustering']","['bavarian', 'trak', 'surt', 'c25', 'opjustering']",-2.0
"['novo', 'sagsøgt', 'kvinde', 'oplever', 'mavelammelse', 'efter', 'brug', 'af', 'ozempic']",2023-08-03,"['novo', 'sagsøgt', 'kvinde', 'oplever', 'mavelammelse', 'brug', 'ozempic']","['novo', 'sagsøg', 'kvind', 'oplev', 'mavelam', 'brug', 'ozempic']",-2.0
"['bavarian', 'banker', 'op', 'her', 'er', 'aktierne', 'i', 'fokus', 'torsdag']",2023-08-03,"['bavarian', 'banker', 'aktierne', 'fokus', 'torsdag']","['bavarian', 'bank', 'akti', 'fokus', 'torsdag']",0.0
"['mærsk', 'synker', 'til', 'bunds', 'i', 'rødt', 'c25', 'her', 'er', 'aktierne', 'i', 'fokus', 'tirsdag']",2023-08-01,"['mærsk', 'synker', 'bunds', 'rødt', 'c25', 'aktierne', 'fokus', 'tirsdag']","['mærsk', 'synk', 'bund', 'rødt', 'c25', 'akti', 'fokus', 'tirsdag']",0.0
"['novo', 'nordisk', 'sælger', 'nu', 'wegovy', 'i', 'tyskland']",2023-08-01,"['novo', 'nordisk', 'sælger', 'wegovy', 'tyskland']","['novo', 'nordisk', 'sælg', 'wegovy', 'tyskland']",0.0
"['aktiestatus', 'c25mastodonter', 'sikrer', 'plus', 'carlsberg', 'og', 'unibrew', 'i', 'bund']",2023-07-31,"['aktiestatus', 'c25mastodonter', 'sikrer', 'plus', 'carlsberg', 'unibrew', 'bund']","['aktiestatus', 'c25mastodont', 'sikr', 'plus', 'carlsberg', 'unibrew', 'bund']",2.0
"['novo', 'nordisk', 'er', 'begyndt', 'at', 'sælge', 'wegovy', 'i', 'tyskland']",2023-07-29,"['novo', 'nordisk', 'begyndt', 'sælge', 'wegovy', 'tyskland']","['novo', 'nordisk', 'begynd', 'sælg', 'wegovy', 'tyskland']",0.0
"['dsv', 'i', 'stort', 'fald', 'danske', 'aktier', 'tumler', 'ned', 'i', 'børsstart']",2023-07-28,"['dsv', 'stort', 'fald', 'danske', 'aktier', 'tumler', 'børsstart']","['dsv', 'stort', 'fald', 'dansk', 'akti', 'tuml', 'børsstart']",0.0
"['aktieluk', 'i', 'usa', 'dows', 'sejrsstime', 'slutter', 'efter', 'indeks', 'vender', 'rundt', 'og', 'går', 'i', 'rødt']",2023-07-27,"['aktieluk', 'usa', 'dows', 'sejrsstime', 'slutter', 'indeks', 'vender', 'rundt', 'går', 'rødt']","['aktieluk', 'usa', 'dows', 'sejrsstim', 'slut', 'indek', 'vend', 'rund', 'går', 'rødt']",0.0
"['aktiestatus', 'i', 'usa', 'meta', 'har', 'kurs', 'mod', 'højeste', 'niveau', 'i', 'næsten', 'halvandet', 'år']",2023-07-27,"['aktiestatus', 'usa', 'meta', 'kurs', 'højeste', 'niveau', 'næsten', 'halvandet', 'år']","['aktiestatus', 'usa', 'meta', 'kur', 'højest', 'niveau', 'næst', 'halvand', 'år']",0.0
"['efter', 'tre', 'dage', 'med', 'kursfald', 'danske', 'aktier', 'tager', 'solidt', 'kursspring']",2023-07-27,"['tre', 'dage', 'kursfald', 'danske', 'aktier', 'tager', 'solidt', 'kursspring']","['tre', 'dag', 'kursfald', 'dansk', 'akti', 'tag', 'solid', 'kursspring']",0.0
"['aktieåbning', 'i', 'usa', 'grøn', 'åbning', 'med', 'plus', 'til', 'meta', 'platform']",2023-07-27,"['aktieåbning', 'usa', 'grøn', 'åbning', 'plus', 'meta', 'platform']","['aktieåbning', 'usa', 'grøn', 'åbning', 'plus', 'meta', 'platform']",0.0
"['kommentar', 'jens', 'hjarsbech', 'hvor', 'meget', 'novo', 'nordisk', 'fylder', 'i', 'dansk', 'økonomi', 'er', 'uvist', 'og', 'det', 'er', 'problematisk']",2023-07-27,"['kommentar', 'jens', 'hjarsbech', 'novo', 'nordisk', 'fylder', 'dansk', 'økonomi', 'uvist', 'problematisk']","['kommentar', 'jen', 'hjarsbech', 'novo', 'nordisk', 'fyld', 'dansk', 'økonomi', 'uvist', 'problematisk']",-3.0
"['novos', 'fedmemidler', 'atter', 'under', 'lup', 'storbritannien', 'vil', 'undersøge', 'eventuelle', 'selvmordsricisi']",2023-07-26,"['novos', 'fedmemidler', 'atter', 'lup', 'storbritannien', 'undersøge', 'eventuelle', 'selvmordsricisi']","['novo', 'fedmemidl', 'att', 'lup', 'storbritanni', 'undersøg', 'eventuel', 'selvmordsricisi']",0.0
"['finanshus', 'ser', 'tocifret', 'optur', 'til', 'novo', 'her', 'er', 'fem', 'aktier', 'i', 'fokus']",2023-07-26,"['finanshus', 'ser', 'tocifret', 'optur', 'novo', 'fem', 'aktier', 'fokus']","['finanshus', 'ser', 'tocifr', 'optur', 'novo', 'fem', 'akti', 'fokus']",0.0
"['novo', 'nordisk', 'kommer', 'med', 'egen', 'udgave', 'af', 'chat', 'gpt']",2023-07-25,"['novo', 'nordisk', 'kommer', 'egen', 'udgave', 'chat', 'gpt']","['novo', 'nordisk', 'kom', 'egen', 'udgav', 'chat', 'gpt']",0.0
"['investorer', 'her', 'er', 'vores', 'bud', 'på', 'tre', 'vindere', 'og', 'tabere', 'blandt', 'danske', 'aktier']",2023-07-24,"['investorer', 'vores', 'bud', 'tre', 'vindere', 'tabere', 'blandt', 'danske', 'aktier']","['investor', 'vor', 'bud', 'tre', 'vind', 'tab', 'bland', 'dansk', 'akti']",0.0
"['novo', 'kan', 'ikke', 'følge', 'med', 'amerikanernes', 'jagt', 'på', 'fedmemidler']",2023-07-20,"['novo', 'kan', 'følge', 'amerikanernes', 'jagt', 'fedmemidler']","['novo', 'kan', 'følg', 'amerikan', 'jagt', 'fedmemidl']",0.0
"['novo', 'trak', 'frem', 'i', 'grønt', 'c25', 'ørsted', 'i', 'modvind', 'her', 'er', 'tre', 'aktier', 'i', 'fokus']",2023-07-20,"['novo', 'trak', 'frem', 'grønt', 'c25', 'ørsted', 'modvind', 'tre', 'aktier', 'fokus']","['novo', 'trak', 'frem', 'grønt', 'c25', 'ørsted', 'modvind', 'tre', 'akti', 'fokus']",0.0
"['novo', 'nordisk', 'i', 'front', 'her', 'er', 'fire', 'aktier', 'i', 'fokus']",2023-07-20,"['novo', 'nordisk', 'front', 'fire', 'aktier', 'fokus']","['novo', 'nordisk', 'front', 'fir', 'akti', 'fokus']",0.0
"['grøn', 'bølge', 'i', 'c25', '23', 'aktier', 'stiger', 'fra', 'start', 'her', 'er', 'aktierne', 'i', 'fokus']",2023-07-19,"['grøn', 'bølge', 'c25', '23', 'aktier', 'stiger', 'start', 'aktierne', 'fokus']","['grøn', 'bølg', 'c25', '23', 'akti', 'stig', 'start', 'akti', 'fokus']",0.0
"['før', 'markedet', 'åbner', 'fokus', 'på', 'danske', 'bankaktier']",2023-07-19,"['før', 'markedet', 'åbner', 'fokus', 'danske', 'bankaktier']","['før', 'marked', 'åbn', 'fokus', 'dansk', 'bankakti']",0.0
"['lars', 'rebien', 'derfor', 'bør', 'danmark', 'droppe', 'modstanden', 'mod', 'atomkraft']",2023-07-16,"['lars', 'rebien', 'derfor', 'bør', 'danmark', 'droppe', 'modstanden', 'atomkraft']","['lar', 'rebi', 'derfor', 'bør', 'danmark', 'drop', 'modstand', 'atomkraft']",0.0
"['tunge', 'aktier', 'i', 'top', 'på', 'grøn', 'fredag']",2023-07-14,"['tunge', 'aktier', 'top', 'grøn', 'fredag']","['tung', 'akti', 'top', 'grøn', 'fredag']",2.0
"['storbank', 'spår', 'tocifret', 'optur', 'til', 'novo', 'og', 'genmab', 'her', 'er', 'aktierne', 'i', 'fokus', 'i', 'dag']",2023-07-14,"['storbank', 'spår', 'tocifret', 'optur', 'novo', 'genmab', 'aktierne', 'fokus', 'dag']","['storbank', 'spår', 'tocifr', 'optur', 'novo', 'genmab', 'akti', 'fokus', 'dag']",0.0
"['aktiestatus', 'netcompany', 'topper', 'grønt', 'c25']",2023-07-13,"['aktiestatus', 'netcompany', 'topper', 'grønt', 'c25']","['aktiestatus', 'netcompany', 'top', 'grønt', 'c25']",0.0
"['biotekaktier', 'bløder', 'der', 'er', 'fortsat', 'langt', 'op']",2023-07-13,"['biotekaktier', 'bløder', 'fortsat', 'langt']","['biotekakti', 'blød', 'fortsat', 'lang']",0.0
"['dansk', 'medikoaktie', 'i', 'modvind', 'trods', 'opjustering', 'her', 'er', 'tre', 'aktier', 'i', 'fokus']",2023-07-12,"['dansk', 'medikoaktie', 'modvind', 'trods', 'opjustering', 'tre', 'aktier', 'fokus']","['dansk', 'medikoakti', 'modvind', 'trod', 'opjustering', 'tre', 'akti', 'fokus']",0.0
"['aktiestatus', 'rockwool', 'tager', 'ny', 'dag', 'i', 'førertrøjen', 'ambu', 'falder']",2023-07-12,"['aktiestatus', 'rockwool', 'tager', 'ny', 'dag', 'førertrøjen', 'ambu', 'falder']","['aktiestatus', 'rockwool', 'tag', 'ny', 'dag', 'førertrøj', 'ambu', 'fald']",0.0
"['ét', 'nøgletal', 'er', 'afgørende', 'når', 'investor', 'peter', 'bækgaard', 'vurderer', 'en', 'aktie']",2023-07-12,"['ét', 'nøgletal', 'afgørende', 'investor', 'peter', 'bækgaard', 'vurderer', 'aktie']","['ét', 'nøgletal', 'afgør', 'investor', 'pet', 'bækgaard', 'vurd', 'akti']",1.0
"['novo', 'og', 'tre', 'andre', 'danske', 'aktier', 'spås', 'tocifret', 'optur', 'her', 'er', 'fire', 'aktier', 'i', 'fokus']",2023-07-12,"['novo', 'tre', 'andre', 'danske', 'aktier', 'spås', 'tocifret', 'optur', 'fire', 'aktier', 'fokus']","['novo', 'tre', 'andr', 'dansk', 'akti', 'spås', 'tocifr', 'optur', 'fir', 'akti', 'fokus']",0.0
"['aktiefonde', 'scorer', 'vidt', 'forskellige', 'afkast', 'her', 'er', 'årets', 'ti', 'bedste', 'og', 'dårligste']",2023-07-11,"['aktiefonde', 'scorer', 'vidt', 'forskellige', 'afkast', 'årets', 'ti', 'bedste', 'dårligste']","['aktiefond', 'scor', 'vidt', 'forskel', 'afkast', 'året', 'ti', 'bedst', 'dår']",0.0
"['novo', 'nordisk', 'vil', 'begynde', 'at', 'sælge', 'wegovy', 'i', 'tyskland']",2023-07-10,"['novo', 'nordisk', 'begynde', 'sælge', 'wegovy', 'tyskland']","['novo', 'nordisk', 'begynd', 'sælg', 'wegovy', 'tyskland']",0.0
"['eu', 'undersøger', 'novo', 'nordisks', 'fedmemidler', 'for', 'mistanke', 'om', 'selvmordsrisici']",2023-07-10,"['eu', 'undersøger', 'novo', 'nordisks', 'fedmemidler', 'mistanke', 'selvmordsrisici']","['eu', 'undersøg', 'novo', 'nordisk', 'fedmemidl', 'mistank', 'selvmordsrisici']",-1.0
"['aktiestatus', 'coloplast', 'og', 'banker', 'trodser', 'surt', 'eliteindeks']",2023-07-10,"['aktiestatus', 'coloplast', 'banker', 'trodser', 'surt', 'eliteindeks']","['aktiestatus', 'coloplast', 'bank', 'trods', 'surt', 'eliteindek']",-2.0
"['novo', 'nordiskchef', 'flere', 'partnere', 'kan', 'blive', 'opkøbt']",2023-07-08,"['novo', 'nordiskchef', 'flere', 'partnere', 'kan', 'opkøbt']","['novo', 'nordiskchef', 'fler', 'partn', 'kan', 'opkøbt']",0.0
"['novo', 'nordisk', 'sagsøger', 'apoteker', 'i', 'usa', 'for', 'salg', 'af', 'uautoriseret', 'medicin']",2023-07-07,"['novo', 'nordisk', 'sagsøger', 'apoteker', 'usa', 'salg', 'uautoriseret', 'medicin']","['novo', 'nordisk', 'sagsøg', 'apotek', 'usa', 'salg', 'uautoris', 'medicin']",-2.0
"['wegovy', 'maker', 'sues', 'us', 'pharmacy', 'to', 'block', 'knockoff']",2023-07-07,"['wegovy', 'maker', 'sues', 'us', 'pharmacy', 'to', 'block', 'knockoff']","['wegovy', 'mak', 'sues', 'us', 'pharmacy', 'to', 'block', 'knockof']",0.0
"['novo', 'sagsøger', 'amerikanske', 'apotek', 'for', 'at', 'sælge', 'efterligninger', 'af', 'fedmemiddel']",2023-07-06,"['novo', 'sagsøger', 'amerikanske', 'apotek', 'sælge', 'efterligninger', 'fedmemiddel']","['novo', 'sagsøg', 'amerikansk', 'apotek', 'sælg', 'efterligning', 'fedmemiddel']",-2.0
