Title,Date,title_nostop,title_stemmed,sentiment_score
"['novo', 'nordisk', 'starter', 'salgseventyr', 'med', 'nyt', 'fedmemiddel', 'vi', 'kan', 'lave', 'mere', 'end', 'en', 'fordobling']",2021-06-07,"['novo', 'nordisk', 'starter', 'salgseventyr', 'nyt', 'fedmemiddel', 'kan', 'lave', 'mere', 'fordobling']","['novo', 'nordisk', 'start', 'salgseventyr', 'nyt', 'fedmemiddel', 'kan', 'lav', 'mer', 'fordobling']",0.0
"['aktiestatus', 'demant', 'i', 'rekordrus', 'trækker', 'c25', 'frem']",2021-06-07,"['aktiestatus', 'demant', 'rekordrus', 'trækker', 'c25', 'frem']","['aktiestatus', 'demant', 'rekordrus', 'træk', 'c25', 'frem']",0.0
"['novo', 'nordisk', 'er', 'klar', 'til', 'lancering', 'af', 'fedmemiddel', '10', 'juni']",2021-06-07,"['novo', 'nordisk', 'klar', 'lancering', 'fedmemiddel', '10', 'juni']","['novo', 'nordisk', 'klar', 'lancering', 'fedmemiddel', '10', 'juni']",1.0
"['novo', 'nordisk', 'stjæler', 'rampelyset', 'efter', 'godkendelse', 'i', 'usa', 'er', 'ørsted', 'på', 'vej', 'tilbage', 'efter', 'kursdyk', 'her', 'er', 'aktierne', 'der', 'rykker', 'mandag']",2021-06-07,"['novo', 'nordisk', 'stjæler', 'rampelyset', 'godkendelse', 'usa', 'ørsted', 'vej', 'tilbage', 'kursdyk', 'aktierne', 'rykker', 'mandag']","['novo', 'nordisk', 'stjæl', 'rampelys', 'godkend', 'usa', 'ørsted', 'vej', 'tilbag', 'kursdyk', 'akti', 'ryk', 'mandag']",0.0
"['før', 'markedet', 'åbner', 'novo', 'nordisk', 'i', 'centrum', 'efter', 'fdagodkendelse', 'i', 'usa']",2021-06-07,"['før', 'markedet', 'åbner', 'novo', 'nordisk', 'centrum', 'fdagodkendelse', 'usa']","['før', 'marked', 'åbn', 'novo', 'nordisk', 'centrum', 'fdagodkend', 'usa']",0.0
"['novo', 'nordisk', 'får', 'godkendt', 'sit', 'fedmemiddel', 'i', 'usa', 'forventer', 'milliardsalg']",2021-06-04,"['novo', 'nordisk', 'får', 'godkendt', 'fedmemiddel', 'usa', 'forventer', 'milliardsalg']","['novo', 'nordisk', 'får', 'godkend', 'fedmemiddel', 'usa', 'forvent', 'milliardsalg']",2.0
"['skatteknude', 'hugget', 'over', 'væk', 'med', 'milliardsmæk', 'til', 'ørsted', 'novo', 'og', 'andre', 'giganter', 'det', 'er', 'et', 'supervigtigt', 'resultat']",2021-06-03,"['skatteknude', 'hugget', 'væk', 'milliardsmæk', 'ørsted', 'novo', 'andre', 'giganter', 'supervigtigt', 'resultat']","['skatteknud', 'hug', 'væk', 'milliardsmæk', 'ørsted', 'novo', 'andr', 'gigant', 'supervig', 'resultat']",0.0
"['boaktien', 'brager', 'op', 'efter', 'opjustering', 'her', 'er', 'aktierne', 'der', 'tager', 'fokus', 'i', 'onsdagens', 'handel']",2021-06-02,"['boaktien', 'brager', 'opjustering', 'aktierne', 'tager', 'fokus', 'onsdagens', 'handel']","['boakti', 'brag', 'opjustering', 'akti', 'tag', 'fokus', 'onsdag', 'handel']",0.0
"['novo', 'nordisks', 'nye', 'fedmebehandling', 'står', 'foran', 'vigtig', 'eksamen']",2021-06-01,"['novo', 'nordisks', 'nye', 'fedmebehandling', 'står', 'foran', 'vigtig', 'eksamen']","['novo', 'nordisk', 'nye', 'fedmebehandling', 'står', 'foran', 'vigt', 'eksam']",0.0
"['novo', 'indgår', 'samarbejde', 'med', 'heartseed', 'om', 'cellebaseret', 'behandling']",2021-06-01,"['novo', 'indgår', 'samarbejde', 'heartseed', 'cellebaseret', 'behandling']","['novo', 'indgår', 'samarbejd', 'heartseed', 'cellebas', 'behandling']",0.0
"['novo', 'indgår', 'samarbejde', 'med', 'heartseed', 'om', 'cellebaseret', 'behandling']",2021-06-01,"['novo', 'indgår', 'samarbejde', 'heartseed', 'cellebaseret', 'behandling']","['novo', 'indgår', 'samarbejd', 'heartseed', 'cellebas', 'behandling']",0.0
"['novo', 'nordisk', 'prøver', 'igen', 'sender', 'ny', 'udgave', 'af', 'storsællert', 'til', 'godkendelse', 'efter', 'svipser']",2021-05-31,"['novo', 'nordisk', 'prøver', 'igen', 'sender', 'ny', 'udgave', 'storsællert', 'godkendelse', 'svipser']","['novo', 'nordisk', 'prøv', 'igen', 'send', 'ny', 'udgav', 'storsællert', 'godkend', 'svips']",2.0
"['investorerne', 'har', 'rettet', 'opmærksomheden', 'mod', 'inflation', 'sådan', 'står', 'danske', 'aktier', 'rustet']",2021-05-31,"['investorerne', 'rettet', 'opmærksomheden', 'inflation', 'står', 'danske', 'aktier', 'rustet']","['investor', 'ret', 'opmærksom', 'inflation', 'står', 'dansk', 'akti', 'rust']",0.0
"['inflation', 'er', 'sommerens', 'tema', 'sådan', 'står', 'danske', 'aktier', 'rustet']",2021-05-31,"['inflation', 'sommerens', 'tema', 'står', 'danske', 'aktier', 'rustet']","['inflation', 'som', 'tema', 'står', 'dansk', 'akti', 'rust']",0.0
"['morgenbriefing', 'ny', 'debat', 'om', 'boligstramninger', 'pensionsgigant', 'med', 'ny', 'investeringsstrategi', 'novo', 'truet', 'i', 'kina']",2021-05-28,"['morgenbriefing', 'ny', 'debat', 'boligstramninger', 'pensionsgigant', 'ny', 'investeringsstrategi', 'novo', 'truet', 'kina']","['morgenbriefing', 'ny', 'debat', 'boligstramning', 'pensionsgigant', 'ny', 'investeringsstrategi', 'novo', 'truet', 'kina']",-2.0
"['farvel', 'til', 'topchef', 'udløser', 'stort', 'kurshop', 'for', 'itaktie', 'bavarian', 'sank', 'til', 'bunds', 'efter', 'nyt', 'regnskab', 'her', 'er', 'aktierne', 'der', 'stjal', 'fokus', 'torsdag']",2021-05-27,"['farvel', 'topchef', 'udløser', 'stort', 'kurshop', 'itaktie', 'bavarian', 'sank', 'bunds', 'nyt', 'regnskab', 'aktierne', 'stjal', 'fokus', 'torsdag']","['farvel', 'topchef', 'udløs', 'stort', 'kurshop', 'itakti', 'bavarian', 'sank', 'bund', 'nyt', 'regnskab', 'akti', 'stjal', 'fokus', 'torsdag']",0.0
"['nordiske', 'banker', 'ligger', 'i', 'front', 'i', 'kamp', 'om', 'at', 'give', 'aktionærerne', 'store', 'udbytter']",2021-05-26,"['nordiske', 'banker', 'ligger', 'front', 'kamp', 'give', 'aktionærerne', 'store', 'udbytter']","['nordisk', 'bank', 'lig', 'front', 'kamp', 'giv', 'aktionær', 'stor', 'udbyt']",-1.0
"['global', 'aftale', 'om', 'selskabsbeskatning', 'overraskende', 'hurtigt', 'på', 'vej', 'novo', 'nordisks', 'milliardskat', 'i', 'danmark', 'er', 'i', 'fare', 'for', 'at', 'blive', 'udflaget']",2021-05-25,"['global', 'aftale', 'selskabsbeskatning', 'overraskende', 'hurtigt', 'vej', 'novo', 'nordisks', 'milliardskat', 'danmark', 'fare', 'udflaget']","['global', 'aftal', 'selskabsbeskatning', 'overrask', 'hurt', 'vej', 'novo', 'nordisk', 'milliardskat', 'danmark', 'far', 'udflag']",1.0
"['c25', 'i', 'højeste', 'lukkekurs', 'nogensinde', 'her', 'er', 'tre', 'aktier', 'som', 'var', 'med', 'til', 'at', 'sikre', 'dagens', 'rekordkurs', 'og', 'én', 'som', 'trak', 'ned']",2021-05-25,"['c25', 'højeste', 'lukkekurs', 'nogensinde', 'tre', 'aktier', 'sikre', 'dagens', 'rekordkurs', 'én', 'trak']","['c25', 'højest', 'lukkekur', 'nogensind', 'tre', 'akti', 'sikr', 'dag', 'rekordkur', 'én', 'trak']",1.0
"['novo', 'nordisk', 'lancerer', 'digitale', 'insulinpenne', 'i', 'danmark']",2021-05-25,"['novo', 'nordisk', 'lancerer', 'digitale', 'insulinpenne', 'danmark']","['novo', 'nordisk', 'lanc', 'digital', 'insulinpen', 'danmark']",0.0
"['status', 'på', 'aktierne', 'rekord', 'i', 'c25', 'og', 'fem', 'eliteaktier']",2021-05-21,"['status', 'aktierne', 'rekord', 'c25', 'fem', 'eliteaktier']","['status', 'akti', 'rekord', 'c25', 'fem', 'eliteakti']",0.0
"['c25indekset', 'i', 'fornemt', 'kurshop', 'ambu', 'brød', 'negativ', 'stime', 'og', 'kursraket', 'bragede', 'op', 'efter', 'opjustering', 'her', 'er', 'aktierne', 'der', 'tog', 'fokus', 'torsdag']",2021-05-20,"['c25indekset', 'fornemt', 'kurshop', 'ambu', 'brød', 'negativ', 'stime', 'kursraket', 'bragede', 'opjustering', 'aktierne', 'tog', 'fokus', 'torsdag']","['c25indeks', 'fornemt', 'kurshop', 'ambu', 'brød', 'negativ', 'stim', 'kursrak', 'braged', 'opjustering', 'akti', 'tog', 'fokus', 'torsdag']",-3.0
"['anden', 'gang', 'på', 'tre', 'dage', 'novoejer', 'kaster', 'igen', 'millioner', 'efter', 'biotekfirma']",2021-05-20,"['gang', 'tre', 'dage', 'novoejer', 'kaster', 'igen', 'millioner', 'biotekfirma']","['gang', 'tre', 'dag', 'novoej', 'kast', 'igen', 'million', 'biotekfirma']",0.0
"['novo', 'nordisk', 'vil', 'genanvende', 'millioner', 'af', 'brugte', 'insulinpenne']",2021-05-19,"['novo', 'nordisk', 'genanvende', 'millioner', 'brugte', 'insulinpenne']","['novo', 'nordisk', 'genanv', 'million', 'brugt', 'insulinpen']",0.0
"['novo', 'nordisk', 'viser', 'lovende', 'resultater', 'med', 'milliardkøb', 'mod', 'hjertekarsygdom']",2021-05-18,"['novo', 'nordisk', 'viser', 'lovende', 'resultater', 'milliardkøb', 'hjertekarsygdom']","['novo', 'nordisk', 'vis', 'lov', 'resultat', 'milliardkøb', 'hjertekarsygdom']",2.0
"['novo', 'nordisk', 'ramte', 'nyt', 'rekordniveau', 'og', 'løftet', 'kursmål', 'sendte', 'genmab', 'til', 'tops', 'i', 'grønt', 'c25', 'her', 'er', 'aktierne', 'der', 'stjal', 'rampelyset', 'mandag']",2021-05-17,"['novo', 'nordisk', 'ramte', 'nyt', 'rekordniveau', 'løftet', 'kursmål', 'sendte', 'genmab', 'tops', 'grønt', 'c25', 'aktierne', 'stjal', 'rampelyset', 'mandag']","['novo', 'nordisk', 'ramt', 'nyt', 'rekordniveau', 'løft', 'kursmål', 'send', 'genmab', 'top', 'grønt', 'c25', 'akti', 'stjal', 'rampelys', 'mandag']",0.0
"['novotopchef', 'har', 'ændret', 'holdning', 'til', 'digitale', 'salgsmøder', 'det', 'er', 'næsten', 'på', 'dagen', 'man', 'kan', 'se', 'skiftet']",2021-05-17,"['novotopchef', 'ændret', 'holdning', 'digitale', 'salgsmøder', 'næsten', 'dagen', 'kan', 'se', 'skiftet']","['novotopchef', 'ændr', 'holdning', 'digital', 'salgsmød', 'næst', 'dag', 'kan', 'se', 'skift']",0.0
"['morgenbriefing', 'bestyrelser', 'skal', 'give', 'direktioner', 'ro', 'imf', 'bekymret', 'for', 'dansk', 'boligmarked', 'novofonden', 'satser', 'på', 'stamceller', 'aktier', 'kom', 'tilbage', 'i', 'usa']",2021-05-14,"['morgenbriefing', 'bestyrelser', 'give', 'direktioner', 'ro', 'imf', 'bekymret', 'dansk', 'boligmarked', 'novofonden', 'satser', 'stamceller', 'aktier', 'kom', 'tilbage', 'usa']","['morgenbriefing', 'bestyr', 'giv', 'direktion', 'ro', 'imf', 'bekymr', 'dansk', 'boligmarked', 'novofond', 'sats', 'stamcel', 'akti', 'kom', 'tilbag', 'usa']",0.0
"['novo', 'nordisk', 'melder', 'om', 'positive', 'resultater', 'med', 'fedmemiddel', 'bedre', 'fysik', 'og', 'psykisk', 'velvære']",2021-05-13,"['novo', 'nordisk', 'melder', 'positive', 'resultater', 'fedmemiddel', 'bedre', 'fysik', 'psykisk', 'velvære']","['novo', 'nordisk', 'meld', 'positiv', 'resultat', 'fedmemiddel', 'bedr', 'fysik', 'psykisk', 'velvær']",6.0
"['novo', 'køber', 'baktier', 'for', '26', 'mia', 'kr', 'af', 'novo', 'holding']",2021-05-10,"['novo', 'køber', 'baktier', '26', 'mia', 'kr', 'novo', 'holding']","['novo', 'køb', 'bakti', '26', 'mia', 'kr', 'novo', 'holding']",0.0
"['novoejer', 'sender', 'millioner', 'til', 'nødhospitaler', 'i', 'indien', 'situationen', 'i', 'indien', 'er', 'alarmerende']",2021-05-09,"['novoejer', 'sender', 'millioner', 'nødhospitaler', 'indien', 'situationen', 'indien', 'alarmerende']","['novoej', 'send', 'million', 'nødhospital', 'indi', 'situation', 'indi', 'alarm']",-2.0
"['novo', 'og', 'leo', 'pharma', 'advarer', 'det', 'får', 'alvorlige', 'konsekvenser', 'hvis', 'patenter', 'på', 'coronavacciner', 'sættes', 'på', 'pause']",2021-05-07,"['novo', 'leo', 'pharma', 'advarer', 'får', 'alvorlige', 'konsekvenser', 'patenter', 'coronavacciner', 'sættes', 'pause']","['novo', 'leo', 'pharma', 'advar', 'får', 'alvor', 'konsekvens', 'patent', 'coronavaccin', 'sæt', 'paus']",-2.0
"['morgenbriefing', 'c25selskaber', 'imponerer', 'resultater', 'står', 'i', 'skyggen', 'af', 'indienkrise', 'usa', 'vil', 'ophæve', 'vaccinepatenter', 'facebook', 'blokerer', 'fortsat', 'trump']",2021-05-06,"['morgenbriefing', 'c25selskaber', 'imponerer', 'resultater', 'står', 'skyggen', 'indienkrise', 'usa', 'ophæve', 'vaccinepatenter', 'facebook', 'blokerer', 'fortsat', 'trump']","['morgenbriefing', 'c25selskab', 'impon', 'resultat', 'står', 'skyg', 'indienkris', 'usa', 'ophæv', 'vaccinepatent', 'facebook', 'blok', 'fortsat', 'trump']",3.0
"['lars', 'fruergaard', 'nyt', 'væksthåb', 'kan', 'give', 'massiv', 'forøgelse', 'af', 'fedmesalg']",2021-05-05,"['lars', 'fruergaard', 'nyt', 'væksthåb', 'kan', 'give', 'massiv', 'forøgelse', 'fedmesalg']","['lar', 'fruergaard', 'nyt', 'væksthåb', 'kan', 'giv', 'massiv', 'forøg', 'fedmesalg']",3.0
"['vild', 'handelsdag', 'på', 'børsen', 'med', 'stor', 'optur', 'her', 'er', 'dagens', 'største', 'kurshop', 'fem', 'c25aktier', 'steg', 'mere', 'end', '6', 'pct']",2021-05-05,"['vild', 'handelsdag', 'børsen', 'stor', 'optur', 'dagens', 'største', 'kurshop', 'fem', 'c25aktier', 'steg', 'mere', '6', 'pct']","['vild', 'handelsdag', 'børs', 'stor', 'optur', 'dag', 'størst', 'kurshop', 'fem', 'c25akti', 'steg', 'mer', '6', 'pct']",3.0
"['aktiestatus', 'vestas', 'fls', 'og', 'iss', 'på', 'himmelfugt', 'efter', 'regnskaber']",2021-05-05,"['aktiestatus', 'vestas', 'fls', 'iss', 'himmelfugt', 'regnskaber']","['aktiestatus', 'vesta', 'fls', 'iss', 'himmelfug', 'regnskab']",0.0
"['novo', 'nordiskfinansdirektør', 'efter', 'opjustering', 'væksten', 'er', 'kommet', 'op', 'i', 'gear']",2021-05-05,"['novo', 'nordiskfinansdirektør', 'opjustering', 'væksten', 'kommet', 'gear']","['novo', 'nordiskfinansdirektør', 'opjustering', 'vækst', 'kom', 'gear']",0.0
"['lars', 'fruergaard', 'nedlukning', 'har', 'hæmmet', 'væksthåb', 'i', 'usa', 'men', 'det', 'lysner', 'med', 'sælgere', 'i', 'marken']",2021-05-05,"['lars', 'fruergaard', 'nedlukning', 'hæmmet', 'væksthåb', 'usa', 'lysner', 'sælgere', 'marken']","['lar', 'fruergaard', 'nedlukning', 'hæm', 'væksthåb', 'usa', 'lysn', 'sælg', 'mark']",1.0
"['flsmidthaktien', 'brager', 'op', 'og', 'iss', 'får', 'stærk', 'kursmedvind', 'kursfest', 'på', 'børsen', 'efter', 'regnskabsstorm', 'syv', 'aktier', 'går', 'i', 'plus']",2021-05-05,"['flsmidthaktien', 'brager', 'iss', 'får', 'stærk', 'kursmedvind', 'kursfest', 'børsen', 'regnskabsstorm', 'syv', 'aktier', 'går', 'plus']","['flsmidthakti', 'brag', 'iss', 'får', 'stærk', 'kursmedvind', 'kursfest', 'børs', 'regnskabsstorm', 'syv', 'akti', 'går', 'plus']",2.0
"['analytiker', 'ser', 'novo', 'nordiskaktien', 'stige', 'fra', 'morgenstunden', 'jeg', 'forestiller', 'mig', 'en', 'kursstigning', 'i', 'størrelsesordenen', '35', 'pct']",2021-05-05,"['analytiker', 'ser', 'novo', 'nordiskaktien', 'stige', 'morgenstunden', 'forestiller', 'kursstigning', 'størrelsesordenen', '35', 'pct']","['analytik', 'ser', 'novo', 'nordiskakti', 'stig', 'morgenstund', 'forestil', 'kursstigning', 'størrelsesorden', '35', 'pct']",0.0
"['mærsk', 'sikrer', 'rekordstor', 'indtjening', 'på', '19', 'mia', 'kr', 'overhaler', 'novo', 'nordisk']",2021-05-05,"['mærsk', 'sikrer', 'rekordstor', 'indtjening', '19', 'mia', 'kr', 'overhaler', 'novo', 'nordisk']","['mærsk', 'sikr', 'rekordstor', 'indtjening', '19', 'mia', 'kr', 'overhal', 'novo', 'nordisk']",2.0
"['novo', 'nordisk', 'slår', 'forventninger', 'og', 'opjusterer']",2021-05-05,"['novo', 'nordisk', 'slår', 'forventninger', 'opjusterer']","['novo', 'nordisk', 'slår', 'forventning', 'opjust']",0.0
"['det', 'sker', 'i', 'dag', 'regnskabsbølgen', 'fortsætter', 'seks', 'selskaber', 'fra', 'c25indekset', 'kommer', 'med', 'tal']",2021-05-05,"['sker', 'dag', 'regnskabsbølgen', 'fortsætter', 'seks', 'selskaber', 'c25indekset', 'kommer', 'tal']","['sker', 'dag', 'regnskabsbølg', 'fortsæt', 'sek', 'selskab', 'c25indeks', 'kom', 'tal']",0.0
"['var', 'lagt', 'på', 'køl', 'i', 'novo', 'nordisk', 'men', 'scorer', 'nu', 'trecifret', 'millionbeløb', 'fra', 'ejer', 'af', 'lundbeck']",2021-05-04,"['lagt', 'køl', 'novo', 'nordisk', 'scorer', 'trecifret', 'millionbeløb', 'ejer', 'lundbeck']","['lagt', 'køl', 'novo', 'nordisk', 'scor', 'trecifr', 'millionbeløb', 'ejer', 'lundbeck']",0.0
"['investorer', 'negative', 'renter', 'vil', 'kunne', 'løfte', 'danske', 'aktier']",2021-05-04,"['investorer', 'negative', 'renter', 'løfte', 'danske', 'aktier']","['investor', 'negativ', 'rent', 'løft', 'dansk', 'akti']",-1.0
"['rivaler', 'trak', 'danske', 'aktier', 'ned', 'mens', 'royal', 'unibrew', 'blev', 'belønnet', 'efter', 'opkøb', 'her', 'er', 'aktierne', 'der', 'tog', 'fokus', 'i', 'mandagens', 'handel']",2021-05-03,"['rivaler', 'trak', 'danske', 'aktier', 'mens', 'royal', 'unibrew', 'belønnet', 'opkøb', 'aktierne', 'tog', 'fokus', 'mandagens', 'handel']","['rival', 'trak', 'dansk', 'akti', 'men', 'royal', 'unibrew', 'beløn', 'opkøb', 'akti', 'tog', 'fokus', 'mandag', 'handel']",2.0
"['aktiestatus', 'vestas', 'ambu', 'og', 'mærsk', 'trækker', 'c25', 'i', 'rødt']",2021-05-03,"['aktiestatus', 'vestas', 'ambu', 'mærsk', 'trækker', 'c25', 'rødt']","['aktiestatus', 'vesta', 'ambu', 'mærsk', 'træk', 'c25', 'rødt']",0.0
"['ugen', 'der', 'kommer', 'usa', 'fedme', 'og', 'kina', 'fylder', 'i', 'novo', 'nordisks', 'kvartalsregnskab']",2021-05-02,"['ugen', 'kommer', 'usa', 'fedme', 'kina', 'fylder', 'novo', 'nordisks', 'kvartalsregnskab']","['ugen', 'kom', 'usa', 'fedm', 'kina', 'fyld', 'novo', 'nordisk', 'kvartalsregnskab']",0.0
"['aktieluk', 'i', 'usa', 'store', 'udsving', 'med', 'rekord', 'til', 'sidst', 'facebook', 'og', 'apple', 'i', 'vejret']",2021-04-29,"['aktieluk', 'usa', 'store', 'udsving', 'rekord', 'sidst', 'facebook', 'apple', 'vejret']","['aktieluk', 'usa', 'stor', 'udsving', 'rekord', 'sidst', 'facebook', 'appl', 'vejr']",0.0
"['aktiestatus', 'i', 'usa', 'vakler', 'trods', 'stærkt', 'nyt', 'fra', 'facebook', 'og', 'apple']",2021-04-29,"['aktiestatus', 'usa', 'vakler', 'trods', 'stærkt', 'nyt', 'facebook', 'apple']","['aktiestatus', 'usa', 'vakl', 'trod', 'stærk', 'nyt', 'facebook', 'appl']",2.0
"['aktieanalysechef', 'før', 'regnskabsstorm', 'fra', 'danske', 'selskaber', 'bølge', 'af', 'opjusteringer', 'kan', 'være', 'på', 'vej']",2021-04-23,"['aktieanalysechef', 'før', 'regnskabsstorm', 'danske', 'selskaber', 'bølge', 'opjusteringer', 'kan', 'vej']","['aktieanalysechef', 'før', 'regnskabsstorm', 'dansk', 'selskab', 'bølg', 'opjustering', 'kan', 'vej']",0.0
"['vild', 'modtagelse', 'af', 'dansk', 'vækstaktie', 'drøner', 'forbi', 'trecifret', 'stigning', 'halvt', 'inde', 'i', 'første', 'time']",2021-04-22,"['vild', 'modtagelse', 'dansk', 'vækstaktie', 'drøner', 'forbi', 'trecifret', 'stigning', 'halvt', 'inde', 'første', 'time']","['vild', 'modtag', 'dansk', 'vækstakti', 'drøn', 'forbi', 'trecifr', 'stigning', 'halvt', 'ind', 'først', 'tim']",2.0
"['danske', 'bank', 'i', 'behersket', 'comeback', 'carlsberg', 'med', 'ny', 'kursrekord', 'og', 'novo', 'rykker', 'efter', 'nyt', 'forsøg', 'her', 'er', 'aktierne', 'der', 'stjal', 'rampelyset', 'onsdag']",2021-04-21,"['danske', 'bank', 'behersket', 'comeback', 'carlsberg', 'ny', 'kursrekord', 'novo', 'rykker', 'nyt', 'forsøg', 'aktierne', 'stjal', 'rampelyset', 'onsdag']","['dansk', 'bank', 'behersk', 'comeback', 'carlsberg', 'ny', 'kursrekord', 'novo', 'ryk', 'nyt', 'forsøg', 'akti', 'stjal', 'rampelys', 'onsdag']",2.0
"['novo', 'nordisk', 'indleder', 'fase', '3aforsøg', 'med', 'semaglutidpille']",2021-04-21,"['novo', 'nordisk', 'indleder', 'fase', '3aforsøg', 'semaglutidpille']","['novo', 'nordisk', 'indled', 'fas', '3aforsøg', 'semaglutidpil']",0.0
"['aktiestatus', 'oprejsning', 'til', 'danske', 'bank', 'og', 'carlsberg', 'i', 'rekord']",2021-04-21,"['aktiestatus', 'oprejsning', 'danske', 'bank', 'carlsberg', 'rekord']","['aktiestatus', 'oprejsning', 'dansk', 'bank', 'carlsberg', 'rekord']",0.0
"['novoejer', 'tager', 'første', 'forsigtige', 'skridt', 'ind', 'i', 'asien', 'investerer', 'i', 'udvikler', 'af', 'digital', 'sundhedsplatform']",2021-04-21,"['novoejer', 'tager', 'første', 'forsigtige', 'skridt', 'asien', 'investerer', 'udvikler', 'digital', 'sundhedsplatform']","['novoej', 'tag', 'først', 'forsig', 'skridt', 'asi', 'invest', 'udvikl', 'digital', 'sundhedsplatform']",-1.0
"['novoejer', 'og', 'fynsk', 'rigmand', 'går', 'sammen', 'i', 'millionsats', 'på', 'lamaprotein']",2021-04-20,"['novoejer', 'fynsk', 'rigmand', 'går', 'sammen', 'millionsats', 'lamaprotein']","['novoej', 'fynsk', 'rigmand', 'går', 'sam', 'millionsat', 'lamaprotein']",0.0
"['fruergaard', 'om', 'regeringsudspil', 'for', 'life', 'science', 'strategien', 'er', 'vigtig', 'for', 'hele', 'danmark']",2021-04-16,"['fruergaard', 'regeringsudspil', 'life', 'science', 'strategien', 'vigtig', 'hele', 'danmark']","['fruergaard', 'regeringsudspil', 'lif', 'scienc', 'strategi', 'vigt', 'hel', 'danmark']",0.0
"['dansk', 'softwareselskab', 'overtegnet', 'med', '324', 'procent', 'alle', 'investorer', 'får', 'tildelt', 'aktier']",2021-04-15,"['dansk', 'softwareselskab', 'overtegnet', '324', 'procent', 'investorer', 'får', 'tildelt', 'aktier']","['dansk', 'softwareselskab', 'overtegn', '324', 'procent', 'investor', 'får', 'tildelt', 'akti']",3.0
"['novozymes', 'topchef', 'udpeget', 'til', 'formand', 'for', 'klimapartnerskab']",2021-04-14,"['novozymes', 'topchef', 'udpeget', 'formand', 'klimapartnerskab']","['novozym', 'topchef', 'udpeg', 'formand', 'klimapartnerskab']",0.0
"['debat', 'mærsk', 'ørsted', 'og', 'novo', 'vores', 'globale', 'vækstmuligheder', 'starter', 'med', 'en', 'stærk', 'hjemlig', 'infrastruktur']",2021-04-14,"['debat', 'mærsk', 'ørsted', 'novo', 'vores', 'globale', 'vækstmuligheder', 'starter', 'stærk', 'hjemlig', 'infrastruktur']","['debat', 'mærsk', 'ørsted', 'novo', 'vor', 'global', 'vækstmu', 'start', 'stærk', 'hjem', 'infrastruktur']",2.0
"['aktielussing', 'på', '12', 'pct', 'efter', 'skuffende', 'melding', 'rekordkurs', 'og', 'kursmål', 'i', 'fokus', 'her', 'er', 'fire', 'aktier', 'der', 'rykkede', 'i', 'dagens', 'handel']",2021-04-13,"['aktielussing', '12', 'pct', 'skuffende', 'melding', 'rekordkurs', 'kursmål', 'fokus', 'fire', 'aktier', 'rykkede', 'dagens', 'handel']","['aktielussing', '12', 'pct', 'skuf', 'melding', 'rekordkur', 'kursmål', 'fokus', 'fir', 'akti', 'rykked', 'dag', 'handel']",-2.0
"['kurssmæk', 'på', '8', 'pct', 'og', 'nyt', 'om', 'kursmål', 'på', 'tre', 'c25aktier', 'analyse', 'spår', 'novoaktie', 'i', 'kurs', '500', 'kursmål', 'sænkes', 'på', 'vestas', 'og', 'storbank', 'tror', 'på', 'bankaktie']",2021-04-13,"['kurssmæk', '8', 'pct', 'nyt', 'kursmål', 'tre', 'c25aktier', 'analyse', 'spår', 'novoaktie', 'kurs', '500', 'kursmål', 'sænkes', 'vestas', 'storbank', 'tror', 'bankaktie']","['kurssmæk', '8', 'pct', 'nyt', 'kursmål', 'tre', 'c25akti', 'analys', 'spår', 'novoakti', 'kur', '500', 'kursmål', 'sænk', 'vesta', 'storbank', 'tror', 'bankakti']",0.0
"['novo', 'nordisk', 'håber', 'på', 'kalundborgmotorvej', 'hurtigst', 'muligt', 'vi', 'er', 'superglade', 'for', 'at', 'den', 'sidste', 'del', 'af', 'kalundborgmotorvejen', 'er', 'prioriteret']",2021-04-08,"['novo', 'nordisk', 'håber', 'kalundborgmotorvej', 'hurtigst', 'muligt', 'superglade', 'sidste', 'del', 'kalundborgmotorvejen', 'prioriteret']","['novo', 'nordisk', 'håb', 'kalundborgmotorvej', 'hurt', 'mul', 'superglad', 'sidst', 'del', 'kalundborgmotorvej', 'priorit']",4.0
"['aktiestrateg', 'her', 'er', 'tre', 'risikoforhold', 'som', 'investorer', 'i', 'danske', 'aktier', 'skal', 'holde', 'øje', 'med']",2021-04-07,"['aktiestrateg', 'tre', 'risikoforhold', 'investorer', 'danske', 'aktier', 'holde', 'øje']","['aktiestrateg', 'tre', 'risikoforhold', 'investor', 'dansk', 'akti', 'hold', 'øje']",0.0
"['se', 'listen', 'så', 'meget', 'tjener', 'c25bosserne', 'og', 'deres', 'udenlandske', 'konkurrenter']",2021-04-06,"['se', 'listen', 'så', 'tjener', 'c25bosserne', 'udenlandske', 'konkurrenter']","['se', 'list', 'så', 'tjen', 'c25bos', 'udenlandsk', 'konkurrent']",0.0
"['novopengetank', 'og', 'to', 'danske', 'partnere', 'vil', 'investere', 'mere', 'end', '15', 'mia', 'kr', 'i', 'jordarealer', 'til', 'solceller', 'og', 'vindmøller', 'i', 'danmark', 'og', 'sverige']",2021-04-06,"['novopengetank', 'to', 'danske', 'partnere', 'investere', 'mere', '15', 'mia', 'kr', 'jordarealer', 'solceller', 'vindmøller', 'danmark', 'sverige']","['novopengetank', 'to', 'dansk', 'partn', 'invest', 'mer', '15', 'mia', 'kr', 'jordareal', 'solcel', 'vindmøl', 'danmark', 'sver']",0.0
