mean,std,volume,daily_return
-0.5,0.7071067811865476,2,-0.018394706271058547
0.0,,1,-0.022146638143423658
0.0,0.0,3,0.02797212612222122
0.0,0.0,4,0.01530629828298502
-0.3333333333333333,0.5773502691896258,3,-0.01848727281389817
0.0,,1,-0.006849174156059679
-1.0,1.4142135623730951,2,-0.011986125878687193
-0.5,0.7071067811865476,2,-0.005199462752568773
-3.0,,1,-0.013937188123487765
0.0,0.0,2,0.008834155238062857
0.0,,1,0.007005010421894831
0.0,0.0,2,-0.005217355634672849
0.0,,1,-0.003496479466628566
0.3333333333333333,0.816496580927726,6,0.04561391477537158
-0.25,0.5,4,0.020134184544298606
0.0,,1,-0.004934086210548583
-1.5,2.1213203435596424,2,0.0016528812169511742
0.0,0.0,2,-0.009901104984439968
0.0,0.0,2,0.016474446096450768
0.0,,1,0.007987253084904777
0.0,,1,0.004746715399447821
-0.2,0.4472135954999579,5,-0.007898579240631864
0.3333333333333333,0.5773502691896258,3,0.006369294223517397
0.0,,1,0.022151922576552963
0.0,,1,-0.012500257372489054
0.0,,1,-0.014217914962962763
-0.4,0.8944271909999159,5,0.02724358348698419
0.0,0.0,2,-0.004680155675229725
0.0,,1,-0.003100497174881256
0.0,,1,0.015822603512230415
0.0,,1,0.0030913064328401685
-0.6666666666666666,1.1547005383792517,3,-0.006163643435088351
0.0,,1,0.0015505730636014015
0.0,,1,0.010852743324825553
0.0,,1,0.012270235216446546
0.0,,1,0.007575669948550967
0.0,0.0,3,-0.002940966797427058
0.0,,1,-0.01327447293704842
0.0,0.0,2,0.0014947023974820617
0.0,,1,0.008955480674250671
3.0,,1,0.0
-0.125,0.3535533905932738,8,-0.10401190404812177
-0.6,1.3416407864998738,5,-0.03316756648827579
0.0,,1,-0.012006892187326645
0.0,0.0,2,0.023809400160619942
0.0,0.0,3,0.013289176176512152
1.6666666666666667,0.5773502691896257,3,0.0
0.0,,1,0.0032366328747559514
0.0,0.0,4,0.0033002744994790056
0.0,,1,-0.0016052406819454523
0.0,0.0,2,0.01768489817158936
0.0,,1,0.0016364995170912167
2.0,,1,0.0016340039619182622
0.0,,1,-0.004800137081961919
0.0,,1,-0.014469342593824819
1.0,1.4142135623730951,2,0.0016314273031901028
0.6666666666666666,1.1547005383792517,3,0.02117267893602426
0.0,,1,-0.015949300926604404
0.0,,1,0.012799871154123288
0.0,,1,-0.006318923302951807
0.0,,1,-0.001589928212227143
0.0,,1,-0.007911301756115208
0.0,0.0,2,0.0015947387622750053
0.0,0.0,3,0.026645703990372693
0.0,0.0,4,-0.013803575541557533
0.0,,1,0.003110282742645909
-0.6666666666666666,1.1547005383792517,3,-0.0152208555350829
-1.0,,1,-0.01081902469488527
0.0,,1,0.0
0.0,,1,-0.011111139962521999
1.5,2.1213203435596424,2,0.011235984559580192
-0.5,0.7071067811865476,2,0.0015874046280548448
0.0,0.0,2,0.009508727690357377
-0.4,1.6733200530681511,5,-0.01255891310799695
0.0,,1,0.003179683040788861
0.0,,1,-0.01255891310799695
0.0,,1,0.0
0.0,,1,-0.0221873193343467
0.5,1.0,4,0.0048627300841896925
0.0,0.0,3,-0.009677605185194671
0.0,2.8284271247461903,2,-0.006514725093982876
0.0,0.0,3,-0.01311489009154998
-2.0,,1,-0.0016052406819454523
0.0,0.0,2,-0.012441724600728565
0.0,,1,0.008077540299388897
0.0,,1,-0.017628213670794257
0.0,,1,-0.006525175485180612
0.0,,1,-0.003284374682137048
-0.6666666666666666,1.9663841605003503,6,0.01800301186593778
-1.3333333333333333,1.7511900715418263,6,0.01125422535347087
0.6666666666666666,0.5773502691896258,3,0.014308313608051737
0.0,,1,0.0
0.8,1.3038404810405297,5,0.024390505438164123
0.25,0.5,4,0.007440797508601049
0.0,,1,0.002932582504368453
0.0,,1,0.0
2.0,,1,-0.007278254799955697
0.0,,1,0.019202074975250394
0.0,,1,-0.01159440287319724
-1.3333333333333333,2.3094010767585034,3,-0.017216511653596833
2.0,,1,0.0029197384765138334
-1.0,,1,0.004366778259641713
-0.5,0.7071067811865476,2,0.007153464311546731
0.0,,1,-0.002836754142534259
-1.0,,1,-0.013100334778925138
-2.0,,1,0.011661768183507393
-2.0,2.8284271247461903,2,-0.0014408584492896503
0.0,0.0,3,-0.014430240722233534
-2.0,,1,0.0
0.0,,1,-0.0028248874758546316
2.0,,1,0.001420391722318337
-0.6,0.8944271909999159,5,-0.015602766554609904
0.0,,1,-0.004322811064705445
1.0,,1,0.021707815536439856
0.0,,1,-0.005780249801918047
-1.5,2.1213203435596424,2,-0.007267517316378758
-2.0,,1,0.002928288312570526
-1.3333333333333333,1.1547005383792517,3,-0.004379766924023087
0.5,1.0,4,-0.007330896577254498
0.0,,1,-0.005796924839364226
0.0,0.0,3,0.0
-0.7777777777777778,0.97182531580755,9,-0.008746604347627418
0.5714285714285714,0.9759000729485332,7,0.024999941862278607
0.0,0.0,2,-0.012912305506085464
0.0,,1,0.018731788418996143
-0.6666666666666666,1.1547005383792517,3,-0.002828729731749635
0.0,0.0,2,-0.001414133483248703
0.0,,1,-0.0028329673083034024
-2.0,,1,0.002841015813224601
0.0,,1,-0.002808941650798702
0.0,,1,0.0014083886138791524
0.0,0.0,2,0.0
0.0,,1,0.008391542900077598
0.0,,1,0.004149420467366882
-2.0,0.0,2,0.005509473240039364
-1.0,,1,-0.006702338205484049
0.0,0.0,3,0.00539809427513549
3.0,,1,-0.004026449213572092
0.0,,1,0.03934879899210042
0.0,,1,0.005168092802347868
3.0,,1,-0.016476721936975913
0.0,,1,-0.005154634542625991
1.0,0.816496580927726,4,0.012953390919402175
0.0,,1,0.010230512567017014
0.0,,1,-0.01012690909624292
0.0,0.0,2,-0.008951552715434907
0.5,0.7071067811865476,2,-0.011612599987332328
0.0,0.0,2,0.018276707543894544
0.0,,1,-0.003846235851385993
0.5,1.224744871391589,6,0.02445315658769487
0.5714285714285714,1.511857892036909,7,0.01884428503021529
0.0,0.0,2,-0.02589384584243437
2.5,3.5355339059327378,2,-0.009020351200396348
-2.0,,1,0.007801947891811656
0.0,,1,0.0025808162074398844
-2.0,,1,-0.012820602761735134
0.0,0.0,5,-0.00259729564664013
0.0,,1,-0.0026041290114012794
0.0,,1,-0.0025939265977013015
0.0,,1,0.015604872457239072
0.0,,1,-0.01635236889901248
0.0,,1,-0.015345254330390135
0.0,,1,0.0039787220902463005
0.0,0.0,2,0.004149466265051416
-1.0,,1,-0.00677497072841915
0.0,,1,-0.02754810595502677
0.0,,1,0.007081745697882891
0.0,,1,-0.00703194723579792
0.0,,1,0.008759311134265202
1.0,1.4142135623730951,2,0.014534828865922833
0.0,,1,-0.015471023361252056
0.0,,1,0.012622233779335579
0.0,,1,-0.016349119570587822
0.0,,1,0.010929022221775941
-0.5,0.7071067811865476,2,0.006756367823751663
-3.0,,1,-0.025641163012557033
0.0,,1,0.01108054585313778
0.0,,1,-0.002739759852674273
0.0,,1,0.0
0.0,,1,-0.00823048114190883
0.0,0.0,2,0.0013831059543749635
2.0,2.0,3,-0.005524856556462954
0.0,0.0,3,0.011111174858670969
0.5,1.0801234497346435,10,0.07554939102952396
-0.5,1.0,4,0.008940256917794986
2.5,2.1213203435596424,2,0.00759475739748483
0.0,,1,0.007576123455447004
0.0,,1,-0.0035841140660853865
0.0,,1,0.0011991521411574002
0.0,,1,0.0011627737243580238
0.0,,1,-0.003484332063867779
0.0,,1,0.016686740177748405
-0.6,0.5477225575051661,5,0.011533733903879684
0.75,1.5,4,-0.009121693312004076
0.0,,1,-0.018223334001378433
-0.5,0.7071067811865476,2,0.012895726587753842
0.0,,1,0.006944094747067586
0.0,,1,0.0011496555688892407
0.0,0.0,5,-0.023094540718761047
-1.0,,1,0.024822650061795848
0.6666666666666666,1.1547005383792517,3,0.038062287162736075
0.0,,1,-0.0033335828925712407
0.6,1.3416407864998738,5,-0.007692430133263373
0.0,,1,-0.002214925874661655
1.0,1.4142135623730951,2,0.013303455801002118
-0.6666666666666666,1.1547005383792517,3,0.0021883872494570245
0.0,0.0,2,-0.02054059070016967
-0.5,0.9258200997725515,8,-0.03532005170035868
0.0,0.0,3,0.0022883577520582676
0.0,,1,0.0068490931740130545
-1.0,1.4142135623730951,2,-0.0022343050187495495
0.0,,1,-0.006636894789933456
1.0,1.4142135623730951,2,-0.011136052916055461
-2.0,0.0,2,0.013513620461947928
0.0,0.0,2,-0.020000245585364618
0.0,0.0,2,0.003389842221184658
0.0,0.0,4,0.0
-1.3333333333333333,1.1547005383792517,3,0.0
0.0,0.0,3,-0.005580037457309728
-3.0,,1,-0.020201964249115134
0.0,0.0,5,-0.002296116422631056
1.0,1.4142135623730951,2,-0.0023015241756035865
0.0,0.0,2,0.0276818152707905
2.0,,1,0.04264844401210843
-1.0,1.4142135623730951,4,-0.020451803767553067
-0.5,1.0,4,-0.002197887712120483
0.0,0.0,3,0.006607596360681756
0.0,,1,-0.002188035078995343
0.5,1.0,4,0.023504395238458153
-0.25,0.5,4,0.0
0.0,,1,-0.011482200802379827
0.0,,1,-0.009503784654903424
0.0,,1,-0.004264559635774878
0.0,0.0,2,0.02141343071180679
1.0,1.4142135623730951,2,-0.012578772675823635
0.0,,1,0.020407979811564836
2.0,2.6457513110645907,3,0.025263244443721522
0.0,,1,-0.0020833032964362452
-1.0,1.0,5,0.015673980488303707
0.0,,1,-0.013374293671495341
0.0,0.0,4,0.007292008598320132
-1.5,2.1213203435596424,2,0.017579885344618074
-2.0,,1,-0.0030488453129441373
0.0,,1,-0.009174398220637925
0.0,0.0,2,-0.013374293671495341
1.0,1.4142135623730951,2,-0.006276283522539172
-1.0,1.7320508075688772,3,-0.008421269717356683
0.05263157894736842,0.8481145238787243,19,0.0467093756923036
0.2857142857142857,1.2535663410560174,7,0.014198686283366735
0.0,,1,-0.005814077403271334
0.0,,1,0.009746553631561516
-1.0,,1,0.00965257882994619
0.0,0.0,2,-0.0019047342660672983
0.0,,1,0.0038166360242362085
0.0,,1,-0.013307997394332416
0.0,0.0,2,-0.017340791306946324
0.0,,1,-0.00388364725332635
-0.6363636363636364,1.2862913567871996,11,-0.05360609726140464
0.0,0.0,2,-0.011328584304868716
0.75,1.5,4,0.010416516482181448
0.0,0.0,3,-0.02061837310626402
0.0,,1,-0.01859510384242058
-2.0,,1,0.01492533276259822
0.0,0.0,3,-0.0020705592304698373
0.0,,1,-0.00525726797037307
0.0,,1,0.006210911628269367
0.0,,1,0.02553625586598196
0.75,1.5,4,0.005975942708279058
-0.2,0.447213595499958,5,-0.013861242916848093
0.0,,1,0.0019683497026041774
2.0,,1,0.011881199933053033
0.0,,1,-0.0019567939239567567
-2.0,,1,0.025490061747889037
0.0,0.0,3,0.003824196517492995
-2.0,,1,-0.015238208961475208
0.0,,1,0.013539716108663225
0.0,,1,0.020992234158505374
0.0,0.0,2,0.005607729454470967
-1.0,0.0,2,0.018181833908271994
1.0,1.4142135623730951,2,-0.00359057227094306
1.0,1.4142135623730951,2,-0.018018221368869436
0.0,0.0,2,-0.0018348155820243628
-2.0,,1,0.0
0.0,0.0,5,0.0018623467833422946
0.42857142857142855,0.9376144618769908,14,0.07620828746299058
0.75,1.5,4,-0.005181578929109976
-3.0,,1,-0.0017330581156185243
-0.5,0.7071067811865476,2,0.0
0.0,,1,-0.006956253310542615
-2.0,,1,-0.014184504177310209
0.0,,1,0.01259008382709803
2.0,,1,0.01420969803511496
0.0,,1,0.0
0.0,0.0,2,0.010398715129511293
1.0,,1,0.015490684827866419
0.0,,1,-0.008695615402873669
0.0,,1,-0.00349669122393248
0.0,,1,0.0
0.0,,1,0.010526419261069675
0.0,0.0,2,-0.006944359049232296
0.0,,1,0.014362573778687215
2.0,,1,0.0
0.3333333333333333,1.505545305418162,6,0.04778760631430057
2.0,,1,-0.005067527448400111
0.0,0.0,3,-0.013582444276386552
0.0,,1,0.0017094483548083517
1.0,1.4142135623730951,2,0.00499995991574731
0.0,0.0,2,0.024875423458556423
0.0,0.0,2,-0.021035406467589057
0.0,,1,-0.01821223957854745
0.0,0.0,2,0.003372684738880194
0.0,,1,-0.0016806295671406568
0.0,,1,-0.003350263649874008
0.0,,1,0.0016808072423248888
2.0,2.8284271247461903,2,-0.00671141534822306
2.0,,1,-0.003378292107086067
0.0,0.0,5,0.021352331241697442
1.0,1.4142135623730951,2,0.0017419315033044835
0.0,0.0,2,-0.003478172619070574
-1.0,,1,0.024432833438957857
0.36363636363636365,1.2862913567871996,11,0.027257356024669388
-1.4,2.1908902300206643,5,0.018242006422597212
0.0,,1,0.006514578061127763
0.0,,1,-0.0032359926822808083
0.0,,1,-0.03896115485893126
0.0,0.0,2,-0.025337905105314085
0.0,,1,0.013651707811995983
0.0,0.0,2,0.06172821091434599
1.0,1.4142135623730951,2,-0.01993339846092601
0.0,,1,0.010050259709845744
0.0,0.0,2,0.004902008626450405
0.0,,1,-0.02113827343277752
0.3333333333333333,0.816496580927726,6,0.03588909954625463
0.0,,1,-0.02047249875512336
-1.0,,1,-0.00819668508766036
0.0,0.0,2,0.02975191607176253
0.0,0.0,2,0.001605350114973314
2.5,0.7071067811865476,2,0.025640791062533363
0.0,0.0,5,0.012500012388679371
0.0,,1,0.006359137482733868
0.0,,1,0.00947876559269556
1.5,2.1213203435596424,2,-0.004694881118737615
0.0,,1,0.0015773300676762414
0.0,,1,0.015974541519107266
0.0,0.0,2,-0.00786168396268161
0.0,0.0,4,-0.001550348082564934
0.0,,1,-0.015527882251927028
0.8333333333333334,0.9831920802501751,6,-0.01104114372812659
0.5,0.7071067811865476,2,-0.0015949400297827765
0.0,,1,-0.007874146837014262
0.0,,1,-0.02063489772829863
-0.3333333333333333,2.886751345948129,3,0.0016419940810792344
0.6666666666666666,3.0550504633038935,3,-0.014610701225275524
0.0,0.0,2,0.0016475788732668306
0.0,0.0,2,-0.014802515327838828
0.0,,1,-0.011326573107356075
1.0,1.4142135623730951,2,-0.0016367921814625097
0.5454545454545454,2.018099916438052,11,0.04590159246638392
1.0,1.7320508075688772,3,-0.009404314435336847
1.5,0.5773502691896257,4,-0.009493846099546621
1.0,,1,-0.009539126401807319
0.0,,1,0.012841104022037975
0.0,0.0,2,0.0
0.0,,1,-0.004838756430389779
3.0,,1,0.03889775668088569
0.6666666666666666,1.1547005383792517,3,-0.020280708443963458
0.5,1.9148542155126764,4,-0.004777032401923509
0.0,,1,0.017599973342471875
0.0,0.0,2,-0.0031445738523149247
1.0,1.4142135623730951,2,0.008025732436217403
0.0,,1,0.007812549038522798
0.0,,1,0.04186046359161022
0.0,0.0,2,0.025297760913442824
0.4,0.8944271909999159,5,-0.03197677121020359
0.3333333333333333,0.5773502691896258,3,0.012012101865836566
1.0,1.4142135623730951,4,-0.005856134081626108
0.0,,1,-0.007363969168093787
0.0,,1,-0.031157333677147903
0.0,,1,0.006125660425926771
0.0,0.0,2,0.004497635995162286
0.0,,1,0.03246738592356291
0.0,,1,0.001538422254378169
0.0,0.0,2,-0.0182092660315053
-0.25,0.5,4,0.015456045497076465
-0.42857142857142855,1.1338934190276817,7,-0.053272531476666884
-0.5,3.5355339059327378,2,-0.019292620896710577
0.0,,1,0.0016419940810792344
0.0,,1,-0.023529346965521114
2.0,2.8284271247461903,2,0.01724157886481925
0.6,1.3416407864998738,5,0.04237278113612497
0.6923076923076923,1.377474463442389,13,0.014634288471024215
0.0,0.0,6,-0.00961564607266241
0.0,,1,0.004854587742794569
0.0,0.0,3,0.02415448122672914
0.0,0.0,4,-0.02515717259293948
1.5,2.1213203435596424,2,0.009677257094529601
0.0,0.0,3,0.02677130012740947
0.0,0.0,3,0.0061350573594420865
1.5,2.1213203435596424,2,0.013740431526021002
-2.0,,1,-0.006023943407793331
0.0,,1,0.0
0.0,,1,0.02272741288201474
-1.0,1.4142135623730951,2,-0.016296582499985557
0.0,0.0,4,0.0292397159187594
0.0,0.0,4,-0.02840904355566809
1.0,1.4142135623730951,2,-0.013157713742911414
0.0,0.0,2,0.0
0.0,,1,0.001483719901225422
1.0,1.4142135623730951,2,-0.013432730198369547
0.0,,1,-0.009375024689872835
0.0,,1,0.0030957678745411332
-0.5,1.0,4,0.007633634565719971
1.0,,1,0.05954214268944402
-2.0,,1,-0.004497841698730687
1.6666666666666667,1.5275252316519468,3,-0.033536415534648034
0.5,0.5773502691896257,4,-0.01910808251711349
0.0,0.0,2,0.024350455923142
-2.0,,1,0.017432555469794275
0.0,,1,-0.04049817525093646
0.0,,1,0.011363382490032992
0.42857142857142855,2.14919697074224,7,0.05618004040436486
1.5,2.16794833886788,6,-0.018237127337137005
4.0,,1,-0.016975301441600643
0.0,,1,0.017322907042179425
2.0,,1,-0.019696994708224058
0.0,0.0,2,-0.0015948728616207442
0.0,0.0,2,-0.0031949243613086376
0.0,,1,-0.011217867320369779
0.0,0.0,2,0.017799516265598836
1.5,2.1213203435596424,2,0.0015899675492472287
-0.75,0.9574271077563381,4,0.01587294626298741
0.0,0.0,4,-0.025000038689285242
-2.0,1.632993161855452,4,-0.017628113020418446
-2.5,0.7071067811865476,2,-0.006525273967028622
0.0,,1,0.0
0.0,0.0,3,0.003300022855774465
0.6666666666666666,1.1547005383792517,3,0.009868620167953868
0.0,,1,0.0016286404354497463
0.0,0.0,3,-0.008170154961142373
0.4,2.1908902300206643,5,0.02141709427399796
0.0,,1,0.025806490126316195
-2.0,,1,0.015723283069830618
-0.3333333333333333,1.5275252316519465,3,0.017741841098886768
0.0,0.0,2,-0.0016470790304227156
0.0,0.0,2,-0.020033440703408734
1.0,1.4142135623730951,2,-0.023489764707888883
1.0,1.4142135623730951,2,0.024305832715662223
0.0,,1,0.0050844931308937635
0.0,,1,0.0016863158845981108
-5.0,,1,0.006733995801092574
-2.0,,1,0.02173933509896875
