mean,std,volume,daily_return
0.0,,1,0.013093009999925798
0.0,,1,0.004846624475238759
0.3333333333333333,0.5773502691896258,3,0.029032164764416946
0.0,1.1832159566199232,11,-0.050156574093789486
-0.6,1.949358868961793,5,0.019801599491306332
2.0,,1,0.0016181838518005698
0.0,,1,0.01639354349013944
-1.0,,1,0.001610282302642485
0.0,0.0,3,-0.04662378087296504
-1.0,1.4142135623730951,2,0.003372543862409705
-5.0,,1,0.005119556695903471
-3.5,0.7071067811865476,2,0.003424696662583271
2.0,,1,-0.03372693303946683
0.0,,1,-0.01736085657631925
0.0,0.0,2,-0.03514932450705832
0.16666666666666666,1.6020819787597222,6,0.014571828102847961
3.0,,1,-0.009041646890587618
-1.0,,1,0.023985562458390897
0.0,0.0,2,0.005555570035755464
0.0,0.0,2,-0.007366469598348746
0.0,,1,0.0037382627552651204
0.0,,1,0.01636387141681328
-2.5,3.5355339059327378,2,0.019677704650441052
0.0,0.0,2,-0.0280700416270786
-0.3333333333333333,0.5773502691896258,3,0.035714225872639505
-3.0,,1,-0.019157004711757186
0.0,1.4142135623730951,2,0.005484284382273774
-0.6666666666666666,1.1547005383792517,3,0.04044124657773551
0.0,,1,0.05945922896094613
0.125,1.1259916264596033,8,0.020408306197732706
0.25,1.707825127659933,4,0.0399998401386068
-2.0,,1,0.07792167897784386
0.0,0.0,2,-0.06927712285823728
1.0,1.4142135623730951,2,-0.032362327424791615
-0.3333333333333333,0.5773502691896258,3,0.011705775705956434
0.0,0.0,4,0.013223204156925128
0.0,,1,0.008156316083036241
0.0,,1,0.017006729747149008
2.0,,1,-0.0150500339882782
-3.0,0.0,2,-0.012007040506158195
0.0,,1,-0.010416785449569477
-0.3333333333333333,0.5773502691896258,3,0.015094313641791146
0.0,0.0,2,0.01492554296783033
0.0,0.0,2,0.07334529092113584
0.0,,1,0.0
0.0,,1,0.016949076168794264
0.0,0.0,2,-0.013333482768983496
0.0,,1,0.027211104481740245
0.5,0.7071067811865476,2,-0.030927915385952742
1.0,1.4142135623730951,2,-0.001773023588894418
0.3333333333333333,2.886751345948129,3,0.0
-5.0,0.0,2,0.0017986286019451292
0.0,,1,0.030630454964362785
-1.0,,1,-0.01275064631538747
0.0,,1,-0.008402976296496334
-2.0,,1,0.008474184669405416
0.0,0.0,2,0.015254097868916405
1.5,0.7071067811865476,2,0.0
1.0,1.4142135623730951,2,0.01703570160241208
0.0,,1,-0.0016751046220017107
0.0,2.0,3,-0.01510053803669742
0.0,,1,-0.018739431612224133
2.5,0.7071067811865476,2,0.013888866263574107
0.0,,1,0.006849393325166542
-0.4,0.894427190999916,5,-0.0017006552438568745
0.3333333333333333,1.4960264830861913,15,0.02214662521589683
0.0,0.0,6,0.04166656892532572
0.6666666666666666,1.1547005383792517,3,-0.00320011957077293
0.6666666666666666,1.1547005383792517,3,0.012841154483103967
0.0,,1,-0.006339133610708814
0.0,,1,0.00819677174506972
0.0,,1,-0.026058756368363634
2.0,1.7320508075688772,3,0.008077679387255898
2.0,,1,-0.005025139230410591
0.5,0.7071067811865476,2,-0.014826888807780714
0.0,0.0,2,-0.04966908193485553
-1.0,1.4142135623730951,2,-0.049723885791832845
0.0,1.632993161855452,4,0.0038759122148213088
0.0,,1,-0.009652570072131827
0.0,,1,0.0037523879699421503
0.0,,1,-0.003689886776788498
0.0,0.0,2,-0.043560785417627756
-1.0,1.7320508075688772,3,-0.001979969575264917
0.0,,1,-0.005952501949057831
0.0,,1,0.031936102564060764
0.5,1.0,4,0.03868488715548213
0.0,0.0,2,0.029795130713194062
0.0,0.0,2,-0.005425065129999629
1.3333333333333333,1.1547005383792517,3,0.02545466441334665
0.0,2.0,3,-0.04787231975514017
0.5,1.0,4,0.050279306807705426
-3.0,,1,-0.0035462316453819254
0.0,1.4142135623730951,10,-0.13701081994448228
1.5,1.0,4,0.027835363143016822
-1.0,0.0,2,0.01504508341082822
0.0,0.0,2,-0.033502854854183584
3.5,0.7071067811865476,2,0.017681690123356075
-0.5,1.0,4,0.01158315063232207
0.0,0.0,2,0.015267162206959561
2.0,2.0,3,-0.001879865292767846
0.4,0.8944271909999159,5,0.016949308728334778
-1.5,0.7071067811865476,2,-0.00185173229187785
0.0,,1,-0.007421237649631873
0.3,1.1595018087284057,10,-0.0036967133008850572
0.0,0.0,2,0.011131667345325003
0.0,,1,-0.0018213760924380429
0.0,0.0,4,0.020912552502559523
-0.3333333333333333,0.5773502691896258,3,0.029795130713194062
-2.0,,1,0.018083120304199563
0.0,0.0,2,-0.008881055134208116
-1.0,1.7320508075688772,3,-0.005376362747829377
0.0,,1,0.0
1.3333333333333333,1.1547005383792517,3,0.010638152698891012
1.0,,1,-0.008818491342015622
0.0,,1,-0.021352296706692253
-2.0,,1,-0.0018181572176365624
0.0,,1,-0.00728587573810624
0.0,,1,0.0017921818123689537
0.6666666666666666,1.1547005383792517,3,-0.025044656005149935
0.0,,1,0.011008930464444289
-2.0,2.309401076758503,4,0.0143369064311194
-1.0,,1,-0.003533431119480901
2.0,,1,-0.0035086351304719487
3.0,,1,-0.0017605393663027158
0.0,,1,0.01234551032103659
-0.75,1.4880476182856899,8,-0.037433102607135726
0.42857142857142855,0.7867957924694432,7,0.06851853110377903
0.0,0.0,2,-0.005199412701958783
-0.4,1.6733200530681511,5,0.01742154523863615
-0.25,2.0615528128088303,4,-0.010273921790245
0.0,,1,0.008590947919737468
-1.0,1.4142135623730951,2,-0.003490176916815302
-2.0,,1,-0.0017513789877904307
-4.0,,1,0.013888789337507257
-0.25,0.5,4,0.0016919380763427139
3.3333333333333335,0.5773502691896258,3,0.010067063585118108
-1.0,1.4142135623730951,2,0.0
3.0,4.242640687119285,2,0.008250712659038317
0.0,,1,0.031096559871217844
1.0,1.4142135623730951,2,-0.028571285253553458
0.0,0.0,2,-0.001625994024457511
0.0,,1,-0.0016288912274718959
-1.0,,1,0.03752038500628063
0.16666666666666666,0.5773502691896257,12,-0.0015721455904429416
-0.8571428571428571,1.4638501094227998,7,-0.03149603455064065
-2.0,,1,-0.0032682623591320237
3.0,,1,0.029508387123728275
0.0,,1,0.0064308631608653855
0.0,,1,-0.004716757339324085
0.0,,1,0.003124877800688708
0.0,,1,0.00462940895060493
-0.5,0.7071067811865476,2,-0.012820685303861046
0.0,0.0,2,0.0022917562735738084
0.0,0.816496580927726,4,-0.025602443626770333
-0.5,0.7071067811865476,2,0.004746770362190844
0.0,0.0,2,0.017322758801708193
0.0,,1,-0.008547011254972037
3.0,3.4641016151377544,4,0.007064148088177458
0.0,,1,0.0
0.0,0.0,4,-0.002295341118155325
2.5,0.7071067811865476,2,-0.012269774625991658
0.0,,1,0.006211333501176641
-1.0,1.4142135623730951,2,0.010753091435492301
-0.4,1.577621275493231,10,-0.04863255153324908
-2.0,,1,-0.0031946007298687684
0.0,,1,-0.001545652768869088
1.0,,1,0.01080232128813896
-2.0,,1,-0.0030209531077797225
0.0,,1,0.0
0.0,0.0,2,0.020439208937745645
0.0,0.0,2,0.025222509180136576
0.0,,1,-0.027496596939391993
0.0,0.0,3,0.0007410907583405013
-2.0,,1,0.0011142844729263857
0.0,,1,-0.010278862217006246
1.0,,1,-0.00296762092798164
-1.0,,1,0.0059526044350999285
-1.0,1.4142135623730951,2,-0.01849113580456363
-0.8,2.280350850198276,5,0.006782238274602559
0.3333333333333333,0.5773502691896258,3,-0.008982142158154294
-2.0,,1,-0.005629462922460804
0.0,,1,-0.011428562274720333
0.0,0.0,2,0.0011559653083719201
0.0,,1,-0.021367524780684266
0.0,,1,0.0234604668835372
0.5,1.3093073414159542,8,0.014326672045080535
0.0,,1,-0.03220351319299364
0.0,,1,-0.0035023863507875896
1.0,0.0,2,0.0178674484103023
0.6923076923076923,1.5483655567842813,13,0.04460437141878604
0.7142857142857143,0.9511897312113419,7,0.017906513443101568
0.0,0.0,2,-0.0073131064156245484
1.0,1.4142135623730951,5,0.02237366822699771
0.5,0.9660917830792959,16,-0.02588712246076008
0.8571428571428571,1.5735915849388864,7,0.043835292768844125
0.0,,1,0.007200202141459888
0.0,0.0,2,-0.0021271734207404247
0.0,,1,0.01896223962711807
-2.0,,1,0.011630556334469855
0.0,0.0,3,0.003321926217139337
0.0,,1,0.0007635809649895187
0.0,0.0,2,0.00483459257891683
0.0,0.0,2,0.0017727317726272673
-1.0,,1,-0.0010110313479629873
0.0,,1,0.005141318449829235
2.0,,1,0.023316208762495627
0.0,0.0,2,0.0017718308699623542
1.0,1.4142135623730951,2,0.001516808096307054
1.0,2.8284271247461903,2,0.004037302330157644
-0.6666666666666666,1.1547005383792517,3,0.0031833349578764825
0.0,,1,0.011694338531715864
0.0,0.0,2,-0.005661744366527333
1.5,2.1213203435596424,2,0.013760472191856277
0.3333333333333333,0.5773502691896258,3,-0.005382836438460381
0.5,0.7071067811865476,2,0.014117638169882651
0.3333333333333333,0.5773502691896258,3,0.03225072854439426
0.25,1.2583057392117916,4,0.010516793565436666
0.0,,1,-0.010344768795569448
-2.0,,1,0.00023257124153008846
0.0,1.0954451150103321,6,-0.0067349679049505395
1.0,1.4142135623730951,5,0.035305161392897855
-1.3333333333333333,2.3094010767585034,3,0.003839245337339703
0.0,,1,-0.015747950716870074
-0.3333333333333333,0.5773502691896258,3,-0.011657149192816796
2.0,,1,0.0
0.0,,1,0.02104525362291132
0.0,,1,-0.00226515618420442
1.0,1.4142135623730951,2,0.003378320803122392
0.0,,1,0.0
0.0,,1,-0.018322396658377538
0.0,,1,0.0006746457490049984
4.0,,1,0.017752830599596425
-3.0,,1,-0.0030910859617762076
-1.25,2.7537852736430506,4,-0.017275718599815915
0.0,0.0,2,0.036736363992635024
2.0,2.0,3,0.027174033229519834
0.0,0.0,4,0.006772576173054823
0.0,,1,-0.0035737178727504038
0.0,0.0,2,0.024444510516808737
0.0,,1,0.01670263575477371
0.5,3.5355339059327378,2,-0.019810500996518265
0.0,,1,-0.03058970058633481
0.0,,1,0.003864910416137013
0.5,3.5355339059327378,2,0.0
0.5,0.5773502691896257,4,0.02828966085033935
0.0,0.0,2,0.0220928399972804
0.0,,1,-0.015309392544367029
