timestamp;status_code;length;output_file
2023-08-14 10:39:09;200;45873;/Users/leajeppesen/Desktop/kode_koner/PROJECT
2023-08-16 16:16:02;200;45873;/Users/leajeppesen/Desktop/kode_koner/PROJECT
