timestamp;status_code;length;output_file
2023-08-14 09:37:30;200;45873;/Users/leajeppesen/Desktop/kode_koner/PROJECT
2023-08-16 12:57:53;200;45873;/Users/leajeppesen/Desktop/kode_koner/PROJECT
2023-08-16 15:00:45;200;45873;/Users/leajeppesen/Desktop/kode_koner/PROJECT
